date,area,average_price,houses_sold
2005-02-01,richmond upon thames,314194,227.0
2005-03-01,richmond upon thames,317435,257.0
2005-04-01,richmond upon thames,320604,326.0
2005-05-01,richmond upon thames,328421,302.0
2005-06-01,richmond upon thames,331299,383.0
2005-07-01,richmond upon thames,330099,463.0
2005-08-01,richmond upon thames,325284,436.0
2005-09-01,richmond upon thames,322138,406.0
2005-10-01,richmond upon thames,323562,397.0
2005-11-01,richmond upon thames,326104,374.0
2005-12-01,richmond upon thames,327478,416.0
2006-01-01,richmond upon thames,330499,365.0
2006-02-01,richmond upon thames,331927,319.0
2006-03-01,richmond upon thames,335319,373.0
2006-04-01,richmond upon thames,339898,402.0
2006-05-01,richmond upon thames,342562,400.0
2006-06-01,richmond upon thames,345831,558.0
2006-07-01,richmond upon thames,347123,511.0
2006-08-01,richmond upon thames,353711,557.0
2006-09-01,richmond upon thames,359347,498.0
2006-10-01,richmond upon thames,361508,467.0
2006-11-01,richmond upon thames,364931,420.0
2006-12-01,richmond upon thames,369305,453.0
2007-01-01,richmond upon thames,375900,387.0
2007-02-01,richmond upon thames,383529,342.0
2007-03-01,richmond upon thames,387737,378.0
2007-04-01,richmond upon thames,398047,377.0
2007-05-01,richmond upon thames,402455,400.0
2007-06-01,richmond upon thames,407292,410.0
2007-07-01,richmond upon thames,417304,504.0
2007-08-01,richmond upon thames,429700,541.0
2007-09-01,richmond upon thames,430730,382.0
2007-10-01,richmond upon thames,428431,345.0
2007-11-01,richmond upon thames,427783,339.0
2007-12-01,richmond upon thames,435685,234.0
2008-01-01,richmond upon thames,430126,254.0
2008-02-01,richmond upon thames,426086,235.0
2008-03-01,richmond upon thames,422956,186.0
2008-04-01,richmond upon thames,428110,243.0
2008-05-01,richmond upon thames,427191,262.0
2008-06-01,richmond upon thames,427990,221.0
2008-07-01,richmond upon thames,426115,268.0
2008-08-01,richmond upon thames,420440,175.0
2008-09-01,richmond upon thames,405966,151.0
2008-10-01,richmond upon thames,385048,139.0
2008-11-01,richmond upon thames,360266,113.0
2008-12-01,richmond upon thames,352375,138.0
2009-01-01,richmond upon thames,352455,110.0
2009-02-01,richmond upon thames,358995,104.0
2009-03-01,richmond upon thames,356226,128.0
2009-04-01,richmond upon thames,351764,175.0
2009-05-01,richmond upon thames,351843,159.0
2009-06-01,richmond upon thames,355781,207.0
2009-07-01,richmond upon thames,362856,277.0
2009-08-01,richmond upon thames,372389,272.0
2009-09-01,richmond upon thames,380410,275.0
2009-10-01,richmond upon thames,391209,303.0
2009-11-01,richmond upon thames,395323,267.0
2009-12-01,richmond upon thames,403432,290.0
2010-01-01,richmond upon thames,411912,213.0
2010-02-01,richmond upon thames,421222,218.0
2010-03-01,richmond upon thames,424030,228.0
2010-04-01,richmond upon thames,417128,233.0
2010-05-01,richmond upon thames,413234,263.0
2010-06-01,richmond upon thames,415708,314.0
2010-07-01,richmond upon thames,419732,360.0
2010-08-01,richmond upon thames,422722,303.0
2010-09-01,richmond upon thames,426091,294.0
2010-10-01,richmond upon thames,423661,277.0
2010-11-01,richmond upon thames,421437,242.0
2010-12-01,richmond upon thames,424126,243.0
2011-01-01,richmond upon thames,429859,233.0
2011-02-01,richmond upon thames,433669,187.0
2011-03-01,richmond upon thames,425867,231.0
2011-04-01,richmond upon thames,426903,248.0
2011-05-01,richmond upon thames,428183,193.0
2011-06-01,richmond upon thames,426807,279.0
2011-07-01,richmond upon thames,429591,328.0
2011-08-01,richmond upon thames,434882,334.0
2011-09-01,richmond upon thames,449384,298.0
2011-10-01,richmond upon thames,448735,269.0
2011-11-01,richmond upon thames,443367,263.0
2011-12-01,richmond upon thames,437198,269.0
2012-01-01,richmond upon thames,434898,211.0
2012-02-01,richmond upon thames,442194,197.0
2012-03-01,richmond upon thames,442765,254.0
2012-04-01,richmond upon thames,445566,222.0
2012-05-01,richmond upon thames,446787,265.0
2012-06-01,richmond upon thames,457135,299.0
2012-07-01,richmond upon thames,468670,339.0
2012-08-01,richmond upon thames,470964,346.0
2012-09-01,richmond upon thames,465848,308.0
2012-10-01,richmond upon thames,456331,258.0
2012-11-01,richmond upon thames,462003,302.0
2012-12-01,richmond upon thames,466141,271.0
2013-01-01,richmond upon thames,473974,219.0
2013-02-01,richmond upon thames,474164,199.0
2013-03-01,richmond upon thames,474810,242.0
2013-04-01,richmond upon thames,481102,244.0
2013-05-01,richmond upon thames,482861,315.0
2013-06-01,richmond upon thames,489625,278.0
2013-07-01,richmond upon thames,491192,369.0
2013-08-01,richmond upon thames,504619,404.0
2013-09-01,richmond upon thames,509786,298.0
2013-10-01,richmond upon thames,512942,365.0
2013-11-01,richmond upon thames,506504,370.0
2013-12-01,richmond upon thames,503809,318.0
2014-01-01,richmond upon thames,512942,296.0
2014-02-01,richmond upon thames,516210,256.0
2014-03-01,richmond upon thames,534264,268.0
2014-04-01,richmond upon thames,554546,280.0
2014-05-01,richmond upon thames,574048,294.0
2014-06-01,richmond upon thames,586768,271.0
2014-07-01,richmond upon thames,598031,345.0
2014-08-01,richmond upon thames,607599,358.0
2014-09-01,richmond upon thames,615843,277.0
2014-10-01,richmond upon thames,610019,312.0
2014-11-01,richmond upon thames,609362,232.0
2014-12-01,richmond upon thames,605032,277.0
2015-01-01,richmond upon thames,593230,206.0
2015-02-01,richmond upon thames,591960,225.0
2015-03-01,richmond upon thames,593410,196.0
2015-04-01,richmond upon thames,605763,240.0
2015-05-01,richmond upon thames,603859,236.0
2015-06-01,richmond upon thames,607109,287.0
2015-07-01,richmond upon thames,614134,351.0
2015-08-01,richmond upon thames,632845,314.0
2015-09-01,richmond upon thames,643019,326.0
2015-10-01,richmond upon thames,654907,331.0
2015-11-01,richmond upon thames,644455,273.0
2015-12-01,richmond upon thames,640645,273.0
2016-01-01,richmond upon thames,643448,268.0
2016-02-01,richmond upon thames,653025,199.0
2016-03-01,richmond upon thames,662897,499.0
2016-04-01,richmond upon thames,647205,182.0
2016-05-01,richmond upon thames,654692,182.0
2016-06-01,richmond upon thames,654186,218.0
2016-07-01,richmond upon thames,677067,241.0
2016-08-01,richmond upon thames,670081,242.0
2016-09-01,richmond upon thames,666263,248.0
2016-10-01,richmond upon thames,639088,196.0
2016-11-01,richmond upon thames,639469,220.0
2016-12-01,richmond upon thames,637708,224.0
2017-01-01,richmond upon thames,655125,201.0
2017-02-01,richmond upon thames,654376,187.0
2017-03-01,richmond upon thames,661515,280.0
2017-04-01,richmond upon thames,663701,199.0
2017-05-01,richmond upon thames,671201,238.0
2017-06-01,richmond upon thames,674209,219.0
2017-07-01,richmond upon thames,674638,268.0
2017-08-01,richmond upon thames,682854,262.0
2017-09-01,richmond upon thames,674672,216.0
2017-10-01,richmond upon thames,669034,250.0
2017-11-01,richmond upon thames,651931,218.0
2017-12-01,richmond upon thames,650160,222.0
2018-01-01,richmond upon thames,639200,181.0
2018-02-01,richmond upon thames,636391,171.0
2018-03-01,richmond upon thames,639450,211.0
2018-04-01,richmond upon thames,649078,199.0
2018-05-01,richmond upon thames,656497,193.0
2018-06-01,richmond upon thames,651404,220.0
2018-07-01,richmond upon thames,662605,256.0
2018-08-01,richmond upon thames,667088,309.0
2018-09-01,richmond upon thames,677357,229.0
2018-10-01,richmond upon thames,658005,223.0
2018-11-01,richmond upon thames,649166,249.0
2018-12-01,richmond upon thames,645745,188.0
2019-01-01,richmond upon thames,655056,162.0
2019-02-01,richmond upon thames,657031,164.0
2019-03-01,richmond upon thames,648206,187.0
2019-04-01,richmond upon thames,641418,171.0
2019-05-01,richmond upon thames,637519,204.0
2019-06-01,richmond upon thames,651995,183.0
2019-07-01,richmond upon thames,656390,241.0
2019-08-01,richmond upon thames,657558,257.0
2019-09-01,richmond upon thames,648451,207.0
2019-10-01,richmond upon thames,643937,214.0
2019-11-01,richmond upon thames,649756,233.0
1995-01-01,southwark,67885,182.0
1995-02-01,southwark,64799,169.0
1995-03-01,southwark,65763,270.0
1995-04-01,southwark,63074,169.0
1995-05-01,southwark,64420,212.0
1995-06-01,southwark,64156,254.0
1995-07-01,southwark,67025,264.0
1995-08-01,southwark,65526,232.0
1995-09-01,southwark,63467,186.0
1995-10-01,southwark,60886,177.0
1995-11-01,southwark,61725,201.0
1995-12-01,southwark,62394,283.0
1996-01-01,southwark,65753,188.0
1996-02-01,southwark,67876,194.0
1996-03-01,southwark,68867,227.0
1996-04-01,southwark,69598,236.0
1996-05-01,southwark,68910,225.0
1996-06-01,southwark,70413,287.0
1996-07-01,southwark,70235,288.0
1996-08-01,southwark,70408,231.0
1996-09-01,southwark,70906,293.0
1996-10-01,southwark,70748,289.0
1996-11-01,southwark,73856,295.0
1996-12-01,southwark,73838,314.0
1997-01-01,southwark,73822,249.0
1997-02-01,southwark,71982,253.0
1997-03-01,southwark,73292,373.0
1997-04-01,southwark,75551,341.0
1997-05-01,southwark,78892,361.0
1997-06-01,southwark,81802,344.0
1997-07-01,southwark,81759,393.0
1997-08-01,southwark,83842,391.0
1997-09-01,southwark,85518,327.0
1997-10-01,southwark,86214,416.0
1997-11-01,southwark,82747,450.0
1997-12-01,southwark,81288,432.0
1998-01-01,southwark,82410,249.0
1998-02-01,southwark,83946,268.0
1998-03-01,southwark,85932,375.0
1998-04-01,southwark,89015,341.0
1998-05-01,southwark,89632,326.0
1998-06-01,southwark,93386,415.0
1998-07-01,southwark,93503,453.0
1998-08-01,southwark,95488,407.0
1998-09-01,southwark,93807,359.0
1998-10-01,southwark,94680,370.0
1998-11-01,southwark,96759,348.0
1998-12-01,southwark,98303,369.0
1999-01-01,southwark,100115,284.0
1999-02-01,southwark,102573,264.0
1999-03-01,southwark,104235,365.0
1999-04-01,southwark,104884,367.0
1999-05-01,southwark,103566,380.0
1999-06-01,southwark,102710,460.0
1999-07-01,southwark,104363,545.0
1999-08-01,southwark,110012,515.0
1999-09-01,southwark,119480,483.0
1999-10-01,southwark,125224,544.0
1999-11-01,southwark,124126,403.0
1999-12-01,southwark,121923,508.0
2000-01-01,southwark,121970,331.0
2000-02-01,southwark,130272,363.0
2000-03-01,southwark,132454,438.0
2000-04-01,southwark,134806,415.0
2000-05-01,southwark,133380,412.0
2000-06-01,southwark,137528,458.0
2000-07-01,southwark,142871,487.0
2000-08-01,southwark,149037,431.0
2000-09-01,southwark,155166,414.0
2000-10-01,southwark,159154,388.0
2000-11-01,southwark,157278,390.0
2000-12-01,southwark,153285,406.0
2001-01-01,southwark,154901,334.0
2001-02-01,southwark,154960,323.0
2001-03-01,southwark,156712,437.0
2001-04-01,southwark,156260,383.0
2001-05-01,southwark,163853,449.0
2001-06-01,southwark,170489,554.0
2001-07-01,southwark,170658,495.0
2001-08-01,southwark,167061,544.0
2001-09-01,southwark,165832,361.0
2001-10-01,southwark,168575,501.0
2001-11-01,southwark,172284,449.0
2001-12-01,southwark,172250,351.0
2002-01-01,southwark,173721,309.0
2002-02-01,southwark,174836,333.0
2002-03-01,southwark,175508,374.0
2002-04-01,southwark,179560,384.0
2002-05-01,southwark,183002,502.0
2002-06-01,southwark,186832,442.0
2002-07-01,southwark,186525,523.0
2002-08-01,southwark,189280,490.0
2002-09-01,southwark,192011,499.0
2002-10-01,southwark,191919,380.0
2002-11-01,southwark,192189,411.0
2002-12-01,southwark,190828,354.0
2003-01-01,southwark,194070,304.0
2003-02-01,southwark,190033,333.0
2003-03-01,southwark,190916,358.0
2003-04-01,southwark,195098,330.0
2003-05-01,southwark,202763,294.0
2003-06-01,southwark,203243,371.0
2003-07-01,southwark,202724,430.0
2003-08-01,southwark,202125,404.0
2003-09-01,southwark,204450,476.0
2003-10-01,southwark,201849,427.0
2003-11-01,southwark,202735,418.0
2003-12-01,southwark,205001,450.0
2004-01-01,southwark,206464,379.0
2004-02-01,southwark,208637,356.0
2004-03-01,southwark,213347,458.0
2004-04-01,southwark,215441,438.0
2004-05-01,southwark,219072,486.0
2004-06-01,southwark,216785,566.0
2004-07-01,southwark,218908,612.0
2004-08-01,southwark,218635,507.0
2004-09-01,southwark,220729,419.0
2004-10-01,southwark,222310,393.0
2004-11-01,southwark,222961,370.0
2004-12-01,southwark,219558,319.0
2005-01-01,southwark,219026,241.0
2005-02-01,southwark,216178,258.0
2005-03-01,southwark,221309,314.0
2005-04-01,southwark,224161,345.0
2005-05-01,southwark,225807,327.0
2005-06-01,southwark,225154,329.0
2005-07-01,southwark,223525,405.0
2005-08-01,southwark,226800,479.0
2005-09-01,southwark,228759,490.0
2005-10-01,southwark,227659,420.0
2005-11-01,southwark,225182,438.0
2005-12-01,southwark,225043,409.0
2006-01-01,southwark,225643,350.0
2006-02-01,southwark,226407,462.0
2006-03-01,southwark,227549,455.0
2006-04-01,southwark,230589,369.0
2006-05-01,southwark,237898,406.0
2006-06-01,southwark,241407,497.0
2006-07-01,southwark,247663,511.0
2006-08-01,southwark,248353,524.0
2006-09-01,southwark,250299,511.0
2006-10-01,southwark,256534,473.0
2006-11-01,southwark,257804,482.0
2006-12-01,southwark,262970,512.0
2007-01-01,southwark,258927,348.0
2007-02-01,southwark,263812,378.0
2007-03-01,southwark,276752,472.0
2007-04-01,southwark,288677,368.0
2007-05-01,southwark,297427,404.0
2007-06-01,southwark,295179,454.0
2007-07-01,southwark,296741,514.0
2007-08-01,southwark,296428,528.0
2007-09-01,southwark,295412,503.0
2007-10-01,southwark,296068,459.0
2007-11-01,southwark,303152,430.0
2007-12-01,southwark,307443,323.0
2008-01-01,southwark,303543,255.0
2008-02-01,southwark,294557,263.0
2008-03-01,southwark,290114,300.0
2008-04-01,southwark,297197,234.0
2008-05-01,southwark,299313,285.0
2008-06-01,southwark,305434,218.0
2008-07-01,southwark,301185,214.0
2008-08-01,southwark,300801,159.0
2008-09-01,southwark,288929,149.0
2008-10-01,southwark,278174,160.0
2008-11-01,southwark,272049,119.0
2008-12-01,southwark,263263,111.0
2009-01-01,southwark,264173,89.0
2009-02-01,southwark,257632,89.0
2009-03-01,southwark,255849,123.0
2009-04-01,southwark,252344,100.0
2009-05-01,southwark,251438,142.0
2009-06-01,southwark,255989,191.0
2009-07-01,southwark,258662,248.0
2009-08-01,southwark,264147,240.0
2009-09-01,southwark,270740,248.0
2009-10-01,southwark,269410,304.0
2009-11-01,southwark,268317,255.0
2009-12-01,southwark,265112,291.0
2010-01-01,southwark,274108,212.0
2010-02-01,southwark,282954,237.0
2010-03-01,southwark,286656,189.0
2010-04-01,southwark,292880,243.0
2010-05-01,southwark,294377,238.0
2010-06-01,southwark,303412,312.0
2010-07-01,southwark,303740,356.0
2010-08-01,southwark,305692,345.0
2010-09-01,southwark,302034,344.0
2010-10-01,southwark,295514,316.0
2010-11-01,southwark,291275,261.0
2010-12-01,southwark,294314,253.0
2011-01-01,southwark,305924,206.0
2011-02-01,southwark,312832,218.0
2011-03-01,southwark,309582,233.0
2011-04-01,southwark,303155,250.0
2011-05-01,southwark,302376,225.0
2011-06-01,southwark,308939,313.0
2011-07-01,southwark,321370,297.0
2011-08-01,southwark,329340,347.0
2011-09-01,southwark,324828,307.0
2011-10-01,southwark,315641,292.0
2011-11-01,southwark,305028,240.0
2011-12-01,southwark,311460,245.0
2012-01-01,southwark,314802,270.0
2012-02-01,southwark,316878,237.0
2012-03-01,southwark,315910,391.0
2012-04-01,southwark,316547,213.0
2012-05-01,southwark,330787,269.0
2012-06-01,southwark,339161,242.0
2012-07-01,southwark,348367,274.0
2012-08-01,southwark,340003,308.0
2012-09-01,southwark,337481,309.0
2012-10-01,southwark,331381,295.0
2012-11-01,southwark,334334,290.0
2012-12-01,southwark,347839,256.0
2013-01-01,southwark,342616,246.0
2013-02-01,southwark,352307,233.0
2013-03-01,southwark,330016,255.0
2013-04-01,southwark,347840,296.0
2013-05-01,southwark,351785,395.0
2013-06-01,southwark,366355,399.0
2013-07-01,southwark,363507,464.0
2013-08-01,southwark,362033,389.0
2013-09-01,southwark,372362,388.0
2013-10-01,southwark,376014,400.0
2013-11-01,southwark,376147,418.0
2013-12-01,southwark,388016,398.0
2014-01-01,southwark,396213,323.0
2014-02-01,southwark,401256,365.0
2014-03-01,southwark,395415,331.0
2014-04-01,southwark,397814,301.0
2014-05-01,southwark,417813,323.0
2014-06-01,southwark,426532,339.0
2014-07-01,southwark,437382,343.0
2014-08-01,southwark,441662,439.0
2014-09-01,southwark,456360,335.0
2014-10-01,southwark,458334,307.0
2014-11-01,southwark,457006,279.0
2014-12-01,southwark,447423,305.0
2015-01-01,southwark,447194,244.0
2015-02-01,southwark,444794,260.0
2015-03-01,southwark,445190,277.0
2015-04-01,southwark,446846,274.0
2015-05-01,southwark,457926,321.0
2015-06-01,southwark,466242,375.0
2015-07-01,southwark,475937,440.0
2015-08-01,southwark,482319,381.0
2015-09-01,southwark,485699,376.0
2015-10-01,southwark,487629,387.0
2015-11-01,southwark,485993,393.0
2015-12-01,southwark,488642,328.0
2016-01-01,southwark,495497,245.0
2016-02-01,southwark,498895,290.0
2016-03-01,southwark,513356,616.0
2016-04-01,southwark,514789,157.0
2016-05-01,southwark,517878,215.0
2016-06-01,southwark,503827,271.0
2016-07-01,southwark,505216,415.0
2016-08-01,southwark,508908,346.0
2016-09-01,southwark,518430,249.0
2016-10-01,southwark,521833,276.0
2016-11-01,southwark,515504,253.0
2016-12-01,southwark,509843,292.0
2017-01-01,southwark,504332,251.0
2017-02-01,southwark,503545,222.0
2017-03-01,southwark,514568,274.0
2017-04-01,southwark,516808,246.0
2017-05-01,southwark,525316,324.0
2017-06-01,southwark,526415,366.0
2017-07-01,southwark,529381,380.0
2017-08-01,southwark,535685,317.0
2017-09-01,southwark,531669,348.0
2017-10-01,southwark,523452,315.0
2017-11-01,southwark,493680,246.0
2017-12-01,southwark,485749,271.0
2018-01-01,southwark,492039,230.0
2018-02-01,southwark,515235,223.0
2018-03-01,southwark,518699,245.0
2018-04-01,southwark,517934,218.0
2018-05-01,southwark,504447,321.0
2018-06-01,southwark,500787,423.0
2018-07-01,southwark,501446,323.0
2018-08-01,southwark,506250,354.0
2018-09-01,southwark,498888,334.0
2018-10-01,southwark,494358,354.0
2018-11-01,southwark,499136,317.0
2018-12-01,southwark,501604,265.0
2019-01-01,southwark,500164,210.0
2019-02-01,southwark,488989,179.0
2019-03-01,southwark,490074,255.0
2019-04-01,southwark,486643,199.0
2019-05-01,southwark,496635,241.0
2019-06-01,southwark,494468,192.0
2019-07-01,southwark,498785,240.0
2019-08-01,southwark,496228,250.0
2019-09-01,southwark,506787,204.0
2019-10-01,southwark,513550,232.0
2019-11-01,southwark,512367,178.0
1995-01-01,sutton,71537,218.0
1995-02-01,sutton,70893,177.0
1995-03-01,sutton,70307,319.0
1995-04-01,sutton,69412,268.0
1995-05-01,sutton,69759,310.0
1995-06-01,sutton,70125,349.0
1995-07-01,sutton,70790,294.0
1995-08-01,sutton,69958,299.0
1995-09-01,sutton,69937,274.0
1995-10-01,sutton,69964,264.0
1995-11-01,sutton,70608,267.0
1995-12-01,sutton,70205,318.0
1996-01-01,sutton,70031,216.0
1996-02-01,sutton,69291,279.0
1996-03-01,sutton,69732,292.0
1996-04-01,sutton,69485,296.0
1996-05-01,sutton,70838,376.0
1996-06-01,sutton,71884,363.0
1996-07-01,sutton,72810,406.0
1996-08-01,sutton,72524,444.0
1996-09-01,sutton,72293,364.0
1996-10-01,sutton,72617,376.0
1996-11-01,sutton,73947,412.0
1996-12-01,sutton,74371,411.0
1997-01-01,sutton,75080,296.0
1997-02-01,sutton,74760,275.0
1997-03-01,sutton,76247,360.0
1997-04-01,sutton,76417,354.0
1997-05-01,sutton,78807,413.0
1997-06-01,sutton,80213,406.0
1997-07-01,sutton,82549,461.0
1997-08-01,sutton,83354,411.0
1997-09-01,sutton,84293,408.0
1997-10-01,sutton,85649,435.0
1997-11-01,sutton,87381,371.0
1997-12-01,sutton,88380,331.0
1998-01-01,sutton,89866,267.0
1998-02-01,sutton,89954,269.0
1998-03-01,sutton,90572,333.0
1998-04-01,sutton,89856,361.0
1998-05-01,sutton,90466,379.0
1998-06-01,sutton,91130,414.0
1998-07-01,sutton,92125,469.0
1998-08-01,sutton,92560,411.0
1998-09-01,sutton,93303,378.0
1998-10-01,sutton,94599,386.0
1998-11-01,sutton,95133,394.0
1998-12-01,sutton,95481,372.0
1999-01-01,sutton,94888,276.0
1999-02-01,sutton,94864,300.0
1999-03-01,sutton,94881,364.0
1999-04-01,sutton,95455,343.0
1999-05-01,sutton,96908,405.0
1999-06-01,sutton,99179,466.0
1999-07-01,sutton,101023,543.0
1999-08-01,sutton,102594,451.0
1999-09-01,sutton,103960,419.0
1999-10-01,sutton,105847,480.0
1999-11-01,sutton,108952,530.0
1999-12-01,sutton,111886,405.0
2000-01-01,sutton,115040,325.0
2000-02-01,sutton,116907,346.0
2000-03-01,sutton,117684,397.0
2000-04-01,sutton,119787,323.0
2000-05-01,sutton,123844,394.0
2000-06-01,sutton,128893,423.0
2000-07-01,sutton,130589,395.0
2000-08-01,sutton,130727,405.0
2000-09-01,sutton,131005,301.0
2000-10-01,sutton,132208,347.0
2000-11-01,sutton,132784,327.0
2000-12-01,sutton,131955,377.0
2001-01-01,sutton,130511,280.0
2001-02-01,sutton,129928,270.0
2001-03-01,sutton,130747,411.0
2001-04-01,sutton,132385,408.0
2001-05-01,sutton,134704,408.0
2001-06-01,sutton,135751,460.0
2001-07-01,sutton,138220,479.0
2001-08-01,sutton,139329,486.0
2001-09-01,sutton,142594,365.0
2001-10-01,sutton,145102,438.0
2001-11-01,sutton,147508,462.0
2001-12-01,sutton,148143,365.0
2002-01-01,sutton,149153,298.0
2002-02-01,sutton,150547,297.0
2002-03-01,sutton,150800,392.0
2002-04-01,sutton,151987,348.0
2002-05-01,sutton,154537,515.0
2002-06-01,sutton,160846,465.0
2002-07-01,sutton,165802,548.0
2002-08-01,sutton,169495,470.0
2002-09-01,sutton,170863,409.0
2002-10-01,sutton,172734,423.0
2002-11-01,sutton,175178,476.0
2002-12-01,sutton,178378,374.0
2003-01-01,sutton,181962,299.0
2003-02-01,sutton,182932,286.0
2003-03-01,sutton,183159,298.0
2003-04-01,sutton,184737,296.0
2003-05-01,sutton,187991,311.0
2003-06-01,sutton,190259,361.0
2003-07-01,sutton,190809,414.0
2003-08-01,sutton,190394,412.0
2003-09-01,sutton,190487,410.0
2003-10-01,sutton,190457,469.0
2003-11-01,sutton,190466,477.0
2003-12-01,sutton,190136,452.0
2004-01-01,sutton,190195,386.0
2004-02-01,sutton,190673,346.0
2004-03-01,sutton,192155,386.0
2004-04-01,sutton,194608,465.0
2004-05-01,sutton,197569,436.0
2004-06-01,sutton,202145,462.0
2004-07-01,sutton,206055,506.0
2004-08-01,sutton,208743,423.0
2004-09-01,sutton,210029,354.0
2004-10-01,sutton,209698,321.0
2004-11-01,sutton,210496,328.0
2004-12-01,sutton,209585,287.0
2005-01-01,sutton,209205,176.0
2005-02-01,sutton,207733,210.0
2005-03-01,sutton,208081,288.0
2005-04-01,sutton,210105,318.0
2005-05-01,sutton,211344,306.0
2005-06-01,sutton,212564,373.0
2005-07-01,sutton,210958,376.0
2005-08-01,sutton,210938,347.0
2005-09-01,sutton,210881,355.0
2005-10-01,sutton,208818,319.0
2005-11-01,sutton,208103,387.0
2005-12-01,sutton,205837,353.0
2006-01-01,sutton,208052,271.0
2006-02-01,sutton,209393,307.0
2006-03-01,sutton,211152,400.0
2006-04-01,sutton,211560,307.0
2006-05-01,sutton,211970,365.0
2006-06-01,sutton,215029,504.0
2006-07-01,sutton,216749,504.0
2006-08-01,sutton,218347,416.0
2006-09-01,sutton,217113,408.0
2006-10-01,sutton,219908,433.0
2006-11-01,sutton,223135,413.0
2006-12-01,sutton,226278,461.0
2007-01-01,sutton,227012,368.0
2007-02-01,sutton,229220,348.0
2007-03-01,sutton,230815,387.0
2007-04-01,sutton,233852,317.0
2007-05-01,sutton,237514,475.0
2007-06-01,sutton,241342,375.0
2007-07-01,sutton,245600,485.0
2007-08-01,sutton,244675,472.0
2007-09-01,sutton,248035,405.0
2007-10-01,sutton,248831,397.0
2007-11-01,sutton,252643,377.0
2007-12-01,sutton,257717,296.0
2008-01-01,sutton,257529,232.0
2008-02-01,sutton,258579,264.0
2008-03-01,sutton,252133,219.0
2008-04-01,sutton,251699,216.0
2008-05-01,sutton,248424,242.0
2008-06-01,sutton,249482,232.0
2008-07-01,sutton,245202,216.0
2008-08-01,sutton,240818,158.0
2008-09-01,sutton,233543,151.0
2008-10-01,sutton,228683,156.0
2008-11-01,sutton,226015,147.0
2008-12-01,sutton,220316,135.0
2009-01-01,sutton,216291,113.0
2009-02-01,sutton,207917,112.0
2009-03-01,sutton,206511,152.0
2009-04-01,sutton,205540,129.0
2009-05-01,sutton,205722,164.0
2009-06-01,sutton,204523,182.0
2009-07-01,sutton,207908,248.0
2009-08-01,sutton,212511,228.0
2009-09-01,sutton,217195,228.0
2009-10-01,sutton,218550,270.0
2009-11-01,sutton,220575,250.0
2009-12-01,sutton,222170,314.0
2010-01-01,sutton,225973,144.0
2010-02-01,sutton,230356,157.0
2010-03-01,sutton,235157,175.0
2010-04-01,sutton,234859,221.0
2010-05-01,sutton,236701,157.0
2010-06-01,sutton,235295,197.0
2010-07-01,sutton,235635,239.0
2010-08-01,sutton,233041,227.0
2010-09-01,sutton,233303,207.0
2010-10-01,sutton,234395,185.0
2010-11-01,sutton,234597,230.0
2010-12-01,sutton,232561,221.0
2011-01-01,sutton,231401,100.0
2011-02-01,sutton,234298,135.0
2011-03-01,sutton,234942,158.0
2011-04-01,sutton,233579,176.0
2011-05-01,sutton,231347,194.0
2011-06-01,sutton,228305,221.0
2011-07-01,sutton,230503,260.0
2011-08-01,sutton,230092,278.0
2011-09-01,sutton,234651,215.0
2011-10-01,sutton,235020,242.0
2011-11-01,sutton,235541,217.0
2011-12-01,sutton,236642,237.0
2012-01-01,sutton,234452,166.0
2012-02-01,sutton,233933,193.0
2012-03-01,sutton,233526,268.0
2012-04-01,sutton,235097,155.0
2012-05-01,sutton,237808,160.0
2012-06-01,sutton,238754,216.0
2012-07-01,sutton,241191,221.0
2012-08-01,sutton,239079,261.0
2012-09-01,sutton,241415,198.0
2012-10-01,sutton,242477,269.0
2012-11-01,sutton,244327,279.0
2012-12-01,sutton,244047,180.0
2013-01-01,sutton,243568,163.0
2013-02-01,sutton,243275,190.0
2013-03-01,sutton,243096,194.0
2013-04-01,sutton,242914,184.0
2013-05-01,sutton,248213,246.0
2013-06-01,sutton,250480,221.0
2013-07-01,sutton,253394,297.0
2013-08-01,sutton,254848,302.0
2013-09-01,sutton,256554,283.0
2013-10-01,sutton,260492,326.0
2013-11-01,sutton,261968,337.0
2013-12-01,sutton,265231,263.0
2014-01-01,sutton,269434,277.0
2014-02-01,sutton,272241,269.0
2014-03-01,sutton,274934,246.0
2014-04-01,sutton,277918,222.0
2014-05-01,sutton,281159,254.0
2014-06-01,sutton,284984,243.0
2014-07-01,sutton,289552,260.0
2014-08-01,sutton,297732,401.0
2014-09-01,sutton,308556,331.0
2014-10-01,sutton,313166,382.0
2014-11-01,sutton,313785,274.0
2014-12-01,sutton,310125,289.0
2015-01-01,sutton,307545,228.0
2015-02-01,sutton,310645,228.0
2015-03-01,sutton,311025,252.0
2015-04-01,sutton,314051,241.0
2015-05-01,sutton,314507,262.0
2015-06-01,sutton,316576,322.0
2015-07-01,sutton,323505,332.0
2015-08-01,sutton,327396,288.0
2015-09-01,sutton,334099,272.0
2015-10-01,sutton,335502,384.0
2015-11-01,sutton,338619,302.0
2015-12-01,sutton,341717,295.0
2016-01-01,sutton,343907,201.0
2016-02-01,sutton,351088,265.0
2016-03-01,sutton,354131,460.0
2016-04-01,sutton,360226,164.0
2016-05-01,sutton,363181,181.0
2016-06-01,sutton,369743,257.0
2016-07-01,sutton,373699,255.0
2016-08-01,sutton,376311,294.0
