,borough,year,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+,houses_sold,average_price,all_ages_change,all_ages_pct_change,minor_change,minor_pct_change,18_24_change,18_24_pct_change,25_34_change,25_34_pct_change,35_44_change,35_44_pct_change,45_54_change,45_54_pct_change,55_64_change,55_64_pct_change,65+_change,65+_pct_change,houses_sold_change,houses_sold_pct_change,average_price_change,average_price_pct_change
240,hounslow,2004,219440,49727,21636,42092,36109,26185,19288,24403,4609,215827,2942.0,0.01358904008351125,532.0,0.010814107124707872,444.0,0.02095130237825593,469.0,0.011267808663479428,683.0,0.019279625134082323,367.0,0.01421488883724531,368.0,0.019450317124735772,79.0,0.0032478210820587883,60.0,0.013189712024620714,17566.0,0.08860038030676742
241,hounslow,2005,223776,50409,21996,43520,36743,26683,19782,24643,3620,222920,4336.0,0.01975938753189932,682.0,0.013714883262613942,360.0,0.016638935108153063,1428.0,0.03392568659127626,634.0,0.017557949541665563,498.0,0.01901852205461152,494.0,0.025611779344670182,240.0,0.009834856370118494,-989.0,-0.21458016923410717,7093.0,0.0328642848207128
242,hounslow,2006,228126,51178,22661,44848,37123,27330,20383,24603,4741,237044,4350.0,0.019439081939081948,769.0,0.01525521236287175,665.0,0.030232769594471742,1328.0,0.030514705882352944,380.0,0.010342105979370242,647.0,0.024247648315406822,601.0,0.030381154584976144,-40.0,-0.00162317899606379,1121.0,0.30966850828729275,14124.0,0.06335905257491481
243,hounslow,2007,233454,52345,23480,46313,37629,27933,20901,24853,4790,260228,5328.0,0.02335551405802061,1167.0,0.022802766813865283,819.0,0.036141388288248644,1465.0,0.03266589368533723,506.0,0.013630363925329236,603.0,0.02206366630076828,518.0,0.025413334641613217,250.0,0.010161362435475274,49.0,0.010335372284328237,23184.0,0.09780462698908221
244,hounslow,2008,237907,53512,23661,47687,37900,28541,21347,25259,2295,262945,4453.0,0.01907442151344596,1167.0,0.022294392969720134,181.0,0.007708688245315232,1374.0,0.029667695895321033,271.0,0.007201892157644441,608.0,0.021766369527082663,446.0,0.021338691928615816,406.0,0.016336056009334854,-2495.0,-0.5208768267223383,2717.0,0.010440844182793452
245,hounslow,2009,243366,54789,23707,49135,38459,29484,21970,25822,1811,236242,5459.0,0.022945941061002895,1277.0,0.0238638062490657,46.0,0.001944127467140122,1448.0,0.03036466961645723,559.0,0.014749340369393238,943.0,0.03304018780000706,623.0,0.029184428725347766,563.0,0.022289085078585957,-484.0,-0.21089324618736383,-26703.0,-0.10155355682747347
246,hounslow,2010,249236,56289,24063,50561,38941,30420,22540,26422,2458,257449,5870.0,0.02412004963717207,1500.0,0.02737775830914968,356.0,0.015016661745476112,1426.0,0.02902208201892753,482.0,0.012532827166592986,936.0,0.031746031746031855,570.0,0.025944469731451925,600.0,0.02323600030981332,647.0,0.357261181667587,21207.0,0.0897681191320765
247,hounslow,2011,254927,57629,24279,51997,39456,31371,23180,27015,2294,264605,5691.0,0.02283378003177705,1340.0,0.023805716925154208,216.0,0.008976436853260106,1436.0,0.028401336998872706,515.0,0.013225135461338855,951.0,0.03126232741617363,640.0,0.028393966282165062,593.0,0.022443418363484957,-164.0,-0.06672091131000812,7156.0,0.027795796449005428
248,hounslow,2012,259052,59288,23668,52262,40566,32016,23439,27813,2369,267958,4125.0,0.01618110282551477,1659.0,0.0287875895816343,-611.0,-0.025165781127723497,265.0,0.005096447871992593,1110.0,0.028132603406326062,645.0,0.020560390169264586,259.0,0.011173425366695522,798.0,0.02953914491948928,75.0,0.032693984306887636,3353.0,0.012671718221499928
249,hounslow,2013,262407,60444,22819,52202,41744,32628,23910,28660,2850,290577,3355.0,0.012951067739295663,1156.0,0.01949804344892736,-849.0,-0.035871218522900095,-60.0,-0.0011480616891814677,1178.0,0.029039096780555163,612.0,0.01911544227886064,471.0,0.020094713938307862,847.0,0.03045338510768336,481.0,0.20303925707049397,22619.0,0.08441248255323597
250,hounslow,2014,265568,61496,22595,51276,43017,33136,24500,29548,3335,324525,3161.0,0.012046172548750622,1052.0,0.017404539739262814,-224.0,-0.009816381085937187,-926.0,-0.017738783954637793,1273.0,0.030495400536604045,508.0,0.015569449552531589,590.0,0.024675867837724796,888.0,0.030983949755757134,485.0,0.1701754385964913,33948.0,0.11682961831115324
251,hounslow,2015,268770,62599,22409,50143,44309,33867,25027,30416,3333,351438,3202.0,0.012057175563320977,1103.0,0.017936125926889535,-186.0,-0.008231909714538577,-1133.0,-0.02209610734066625,1292.0,0.030034637468907555,731.0,0.022060598744567894,527.0,0.021510204081632622,868.0,0.029375930689048424,-2.0,-0.0005997001499250532,26913.0,0.08293043679223477
252,islington,2002,180118,35489,19976,43813,31439,18006,13651,17744,3307,247761,,,,,,,,,,,,,,,,,,,,
253,islington,2003,180899,35223,20500,43583,32093,18059,13812,17629,2804,262085,781.0,0.0043360463696020535,-266.0,-0.007495280227676204,524.0,0.026231477773327905,-230.0,-0.0052495834569648014,654.0,0.02080218836476977,53.0,0.002943463290014492,161.0,0.011794007764998948,-115.0,-0.00648106402164117,-503.0,-0.15210160266102213,14324.0,0.05781378021561112
254,islington,2004,180831,34648,21128,43508,31992,18191,13834,17530,2975,285947,-68.0,-0.0003759003642916925,-575.0,-0.01632456065638932,628.0,0.030634146341463442,-75.0,-0.0017208544616019728,-101.0,-0.0031471037297853277,132.0,0.00730937482695615,22.0,0.0015928178395598902,-99.0,-0.005615746780872399,171.0,0.060984308131241116,23862.0,0.09104679779460856
255,islington,2005,183477,34506,22033,44611,32332,18744,13758,17493,3015,295082,2646.0,0.01463244687028209,-142.0,-0.004098360655737654,905.0,0.04283415372964794,1103.0,0.025351659464925902,340.0,0.010627656914228512,553.0,0.03039964817767027,-76.0,-0.005493711146450808,-37.0,-0.0021106674272675097,40.0,0.013445378151260456,9135.0,0.03194647959237207
256,islington,2006,185283,34418,22771,45213,32303,19281,13906,17391,3975,319644,1806.0,0.009843195604898769,-88.0,-0.0025502811105314604,738.0,0.03349521172786285,602.0,0.013494429624980375,-29.0,-0.000896944203884642,537.0,0.028649167733674874,148.0,0.010757377525803191,-102.0,-0.005830903790087438,960.0,0.3184079601990051,24562.0,0.08323787964023555
257,islington,2007,188636,34825,23692,46111,32694,19812,14143,17359,3706,385665,3353.0,0.01809664135403688,407.0,0.011825207740135957,921.0,0.040446181546704096,898.0,0.019861544246123852,391.0,0.01210413893446427,531.0,0.02754006534930764,237.0,0.017043003020279057,-32.0,-0.0018400322005635017,-269.0,-0.0676729559748428,66021.0,0.20654540676502608
258,islington,2008,192089,35383,23729,48013,32564,20832,14119,17449,2274,386792,3453.0,0.018305095527894943,558.0,0.016022972002871505,37.0,0.0015617085936181496,1902.0,0.041248292164559386,-130.0,-0.003976264758059567,1020.0,0.05148394912174448,-24.0,-0.0016969525560347476,90.0,0.005184630451062766,-1432.0,-0.38640043173232597,1127.0,0.0029222252473000143
259,islington,2009,196704,35698,24091,50207,32891,21799,14383,17635,2349,345284,4615.0,0.024025321595718685,315.0,0.008902580335189203,362.0,0.015255594420329643,2194.0,0.04569595734488585,327.0,0.01004176391106748,967.0,0.04641897081413204,264.0,0.01869820808839151,186.0,0.01065963665539571,75.0,0.03298153034300788,-41508.0,-0.10731349148896563
260,islington,2010,200129,36120,24076,52084,32573,22742,14708,17826,2802,398055,3425.0,0.017411948918171438,422.0,0.011821390554092703,-15.0,-0.0006226391598522785,1877.0,0.03738522516780529,-318.0,-0.009668298318688984,943.0,0.04325886508555432,325.0,0.022596120419940302,191.0,0.010830734335129044,453.0,0.19284802043422733,52771.0,0.15283360943455238
261,islington,2011,206285,36319,25226,55216,32483,23741,15203,18097,2577,424103,6156.0,0.030760159696995526,199.0,0.005509413067552593,1150.0,0.04776540953646791,3132.0,0.060133630289532336,-90.0,-0.0027630245909188167,999.0,0.04392753495734758,495.0,0.033655153657873305,271.0,0.01520251318299115,-225.0,-0.08029978586723774,26048.0,0.06543819321450561
262,islington,2012,211047,37428,24606,57418,32870,24670,15436,18619,2837,442090,4762.0,0.02308456746733878,1109.0,0.030534981690024443,-620.0,-0.024577816538492003,2202.0,0.03987974500144875,387.0,0.011913924206508053,929.0,0.039130617918369026,233.0,0.015325922515293078,522.0,0.0288445598718019,260.0,0.10089251067132321,17987.0,0.0424118669285527
263,islington,2013,215671,38345,25295,58439,33233,25533,15662,19164,2998,495766,4624.0,0.021909811558562753,917.0,0.024500374051512175,689.0,0.028001300495813952,1021.0,0.017781880246612536,363.0,0.01104350471554616,863.0,0.03498175922172675,226.0,0.014641098730240998,545.0,0.02927117460658457,161.0,0.056750088121254816,53676.0,0.121414191680427
264,islington,2014,221030,39096,27021,59329,33780,26061,16125,19618,2876,585171,5359.0,0.02484803241975042,751.0,0.019585343591080884,1726.0,0.06823482901759248,890.0,0.01522955560498973,547.0,0.016459543225107565,528.0,0.020679121137351597,463.0,0.029561997190652445,454.0,0.0236902525568774,-122.0,-0.04069379586390931,89405.0,0.18033709451636448
265,islington,2015,227692,40157,29368,60278,34649,26475,16755,20010,2382,643147,6662.0,0.030140704881690183,1061.0,0.02713832617147527,2347.0,0.08685836941637981,949.0,0.01599555023681498,869.0,0.025725281231497865,414.0,0.01588580637734549,630.0,0.039069767441860526,392.0,0.01998164950555603,-494.0,-0.1717663421418637,57976.0,0.09907531302815764
266,kensington and chelsea,2002,163830,27494,15205,37679,28168,19563,16271,19473,4403,460382,,,,,,,,,,,,,,,,,,,,
267,kensington and chelsea,2003,165268,28084,15681,37237,28701,19385,16726,19447,3451,460490,1438.0,0.008777391198193207,590.0,0.02145922746781115,476.0,0.0313054916146005,-442.0,-0.011730672257756258,533.0,0.01892218119852318,-178.0,-0.009098808976128359,455.0,0.027963862085919722,-26.0,-0.0013351820469368336,-952.0,-0.21621621621621623,108.0,0.00023458779882790104
268,kensington and chelsea,2004,165753,28232,16088,36944,29054,18954,16994,19488,4006,512186,485.0,0.0029346273930828115,148.0,0.005269904571998385,407.0,0.02595497736113761,-293.0,-0.00786851787200904,353.0,0.012299223023588102,-431.0,-0.02223368583956664,268.0,0.016022958268563814,41.0,0.002108294338458272,555.0,0.160822949869603,51696.0,0.11226302416990608
269,kensington and chelsea,2005,168374,28474,16600,38152,29470,19160,17046,19470,3350,520206,2621.0,0.015812685139937166,242.0,0.008571833380561111,512.0,0.03182496270512192,1208.0,0.03269813772195751,416.0,0.01431816617333248,206.0,0.010868418275825631,52.0,0.003059903495351346,-18.0,-0.000923645320197064,-656.0,-0.16375436844732905,8020.0,0.01565837410628168
270,kensington and chelsea,2006,165244,27924,15797,37396,28847,19211,16981,19109,4208,598007,-3130.0,-0.01858956846068871,-550.0,-0.019315867106834306,-803.0,-0.048373493975903625,-756.0,-0.01981547494233593,-623.0,-0.02114014251781471,51.0,0.002661795407098211,-65.0,-0.0038132113105714405,-361.0,-0.018541345659989772,858.0,0.25611940298507463,77801.0,0.1495580596917374
271,kensington and chelsea,2007,162881,27523,15331,36167,28597,19406,16743,19093,3692,746679,-2363.0,-0.014300065357894964,-401.0,-0.014360406818507365,-466.0,-0.029499272013673528,-1229.0,-0.03286447748422294,-250.0,-0.008666412451901362,195.0,0.010150434646816864,-238.0,-0.014015664566280006,-16.0,-0.0008373017949657724,-516.0,-0.12262357414448666,148672.0,0.24861247443591794
272,kensington and chelsea,2008,162578,27368,15186,36211,28213,19926,16469,19211,1697,784834,-303.0,-0.0018602538049250494,-155.0,-0.005631653526141811,-145.0,-0.009457960994064263,44.0,0.001216578649044786,-384.0,-0.013427981956149249,520.0,0.026795836339276402,-274.0,-0.016365048079794553,118.0,0.006180275493636422,-1995.0,-0.5403575297941495,38155.0,0.05109960237263933
273,kensington and chelsea,2009,161893,27322,14641,35850,28111,20355,16358,19282,2019,705187,-685.0,-0.004213362201527904,-46.0,-0.001680795089155196,-545.0,-0.03588831818780458,-361.0,-0.00996934633122537,-102.0,-0.0036153546237549516,429.0,0.02152965974104193,-111.0,-0.006739935636650651,71.0,0.003695799281661527,322.0,0.18974661166764872,-79647.0,-0.10148260651296959
274,kensington and chelsea,2010,160465,27197,14422,35311,27475,20661,16086,19326,2430,837314,-1428.0,-0.008820640793610557,-125.0,-0.004575067711002134,-219.0,-0.014957994672495034,-539.0,-0.015034867503486704,-636.0,-0.02262459535413186,306.0,0.015033161385408889,-272.0,-0.016627949627093797,44.0,0.00228192096255575,411.0,0.20356612184249623,132127.0,0.18736448629937885
275,kensington and chelsea,2011,158248,26729,14189,34569,26707,20959,15794,19323,2463,908565,-2217.0,-0.013816096968186198,-468.0,-0.017207780269882678,-233.0,-0.016155872971848617,-742.0,-0.021013281980119536,-768.0,-0.027952684258416793,298.0,0.014423309617153102,-292.0,-0.018152430685067777,-3.0,-0.0001552312946290213,33.0,0.013580246913580174,71251.0,0.08509471954368375
276,kensington and chelsea,2012,155928,26904,12854,32554,26543,21207,15610,20236,2220,1009044,-2320.0,-0.014660532834538165,175.0,0.006547195929514693,-1335.0,-0.09408696877863132,-2015.0,-0.05828921866412107,-164.0,-0.006140712172838625,248.0,0.01183262560236642,-184.0,-0.01164999366848174,913.0,0.04724939191636901,-243.0,-0.09866017052375153,100479.0,0.11059087682224167
277,kensington and chelsea,2013,155593,27334,12146,31438,26510,21474,15647,21067,2646,1126572,-335.0,-0.002148427479349402,430.0,0.015982753493904323,-708.0,-0.05508013069861517,-1116.0,-0.03428150150519138,-33.0,-0.001243265644426006,267.0,0.012590182486914792,37.0,0.0023702754644459034,831.0,0.04106542795018786,426.0,0.19189189189189193,117528.0,0.11647460368427942
278,kensington and chelsea,2014,156190,27769,12004,30183,26716,21798,15929,21791,2704,1288405,597.0,0.003836933538141185,435.0,0.015914245994000042,-142.0,-0.011691091717437874,-1255.0,-0.03991984222914946,206.0,0.007770652583930504,324.0,0.015088013411567402,282.0,0.018022624145203503,724.0,0.03436654483315138,58.0,0.02191987906273618,161833.0,0.14365082746597646
279,kensington and chelsea,2015,157711,28330,12531,28974,27014,22053,16182,22627,2178,1302102,1521.0,0.009738139445547134,561.0,0.020202383953329184,527.0,0.0439020326557813,-1209.0,-0.040055660471126076,298.0,0.011154364425812302,255.0,0.01169832094687595,253.0,0.015882980726976026,836.0,0.038364462392730836,-526.0,-0.19452662721893488,13697.0,0.01063097395617052
280,kingston upon thames,2002,149642,31003,16166,26701,24099,18745,13443,19485,4254,203104,,,,,,,,,,,,,,,,,,,,
281,kingston upon thames,2003,149683,30750,16362,26380,24269,18495,14039,19388,3545,228280,41.0,0.00027398724956895215,-253.0,-0.008160500596716469,196.0,0.012124211307682708,-321.0,-0.012022021647129288,170.0,0.007054234615544219,-250.0,-0.013336889837289978,596.0,0.04433534181358323,-97.0,-0.0049781883500128465,-709.0,-0.16666666666666663,25176.0,0.1239561997794234
282,kingston upon thames,2004,151055,30791,17303,26436,24463,18362,14451,19249,3898,246424,1372.0,0.009166037559375395,41.0,0.0013333333333334085,941.0,0.057511306686224284,56.0,0.0021228203184231464,194.0,0.00799373686596061,-133.0,-0.0071911327385779655,412.0,0.029346819574043836,-139.0,-0.0071693831235816186,353.0,0.09957686882933703,18144.0,0.07948133870685115
283,kingston upon thames,2005,152489,31100,17414,26391,24845,18585,14887,19267,3214,251156,1434.0,0.009493230942372088,309.0,0.010035399954532176,111.0,0.006415072530775001,-45.0,-0.0017022242396731446,382.0,0.015615419204513037,223.0,0.012144646552663119,436.0,0.030170922427513736,18.0,0.0009351135123902843,-684.0,-0.17547460236018475,4732.0,0.019202675064117214
284,kingston upon thames,2006,153667,31224,17764,26555,24872,18858,15294,19100,4225,264667,1178.0,0.007725147387680487,124.0,0.0039871382636655905,350.0,0.020098771103709723,164.0,0.006214239702929003,27.0,0.0010867377742000972,273.0,0.014689265536723228,407.0,0.027339289312823256,-167.0,-0.008667670109513637,1011.0,0.3145612943372744,13511.0,0.053795250760483526
285,kingston upon thames,2007,154485,31845,17912,26180,25068,19010,15339,19131,3910,306229,818.0,0.005323198865078371,621.0,0.019888547271329715,148.0,0.008331456879081323,-375.0,-0.014121634343814748,196.0,0.007880347378578234,152.0,0.008060239686074944,45.0,0.00294233032561797,31.0,0.0016230366492147041,-315.0,-0.0745562130177515,41562.0,0.15703506670646505
286,kingston upon thames,2008,156027,32260,17897,26358,25231,19405,15441,19435,1687,310396,1542.0,0.009981551606952133,415.0,0.013031873135500138,-15.0,-0.0008374274229566714,178.0,0.006799083269671602,163.0,0.006502313706717722,395.0,0.020778537611783277,102.0,0.006649716409153239,304.0,0.015890439600648065,-2223.0,-0.568542199488491,4167.0,0.013607463695469724
287,kingston upon thames,2009,157307,32755,17566,26266,25418,19774,15833,19695,1866,266774,1280.0,0.008203708332532145,495.0,0.015344079355238627,-331.0,-0.01849471978543893,-92.0,-0.003490401396160525,187.0,0.007411517577583071,369.0,0.019015717598557025,392.0,0.02538695680331582,260.0,0.013377926421404673,179.0,0.10610551274451696,-43622.0,-0.14053660485315533
288,kingston upon thames,2010,158648,33249,17485,26013,25650,20221,15949,20081,2338,304310,1341.0,0.008524731893685633,494.0,0.015081666921080705,-81.0,-0.004611180689969241,-253.0,-0.009632224168126147,232.0,0.009127390038555339,447.0,0.022605441488823708,116.0,0.007326470030948107,386.0,0.01959888296521961,472.0,0.25294748124330124,37536.0,0.14070336689482477
289,kingston upon thames,2011,160436,33862,17905,25785,25646,20788,15945,20505,2239,312073,1788.0,0.011270233472845614,613.0,0.018436644711119055,420.0,0.024020589076351184,-228.0,-0.008764848345058196,-4.0,-0.0001559454191033538,567.0,0.02804015627318135,-4.0,-0.00025079942316130754,424.0,0.02111448633036206,-99.0,-0.04234388366124897,7763.0,0.02551017054976823
290,kingston upon thames,2012,163906,34917,18237,26309,26090,21224,15870,21259,2347,324577,3470.0,0.021628562168092058,1055.0,0.031155867934557824,332.0,0.01854230661826306,524.0,0.020321892573201383,444.0,0.017312641347578595,436.0,0.02097363863767554,-75.0,-0.00470366886171214,754.0,0.03677151914167287,108.0,0.048235819562304494,12504.0,0.040067548297994415
291,kingston upon thames,2013,166793,35693,18040,26931,26524,21926,15871,21808,2764,345739,2887.0,0.01761375422498257,776.0,0.02222413151187097,-197.0,-0.010802215276635385,622.0,0.023642099661712823,434.0,0.01663472594863924,702.0,0.03307576328684503,1.0,6.301197227465138e-05,549.0,0.025824356743026522,417.0,0.17767362590541125,21162.0,0.06519870477575429
292,kingston upon thames,2014,169958,36760,17561,27620,27052,22325,16136,22504,3058,406106,3165.0,0.01897561648270618,1067.0,0.02989381671476199,-479.0,-0.026552106430155265,689.0,0.025583899595261972,528.0,0.019906499773789665,399.0,0.018197573656845822,265.0,0.01669712053430783,696.0,0.03191489361702127,294.0,0.1063675832127351,60367.0,0.17460280731997257
293,kingston upon thames,2015,173525,37555,17508,28439,27851,22809,16379,22984,2626,438002,3567.0,0.02098753809764764,795.0,0.021626768226332915,-53.0,-0.0030180513638174977,819.0,0.02965242577842142,799.0,0.029535709004879562,484.0,0.021679731243001044,243.0,0.015059494298462983,480.0,0.021329541414859543,-432.0,-0.1412688031393068,31896.0,0.07854107055793325
294,lambeth,2002,273041,56846,27486,73341,47878,25731,17426,24333,6280,190450,,,,,,,,,,,,,,,,,,,,
295,lambeth,2003,272195,57396,26763,71931,48597,26156,17356,23996,5438,203377,-846.0,-0.0030984357660570616,550.0,0.009675262991239553,-723.0,-0.02630430037109799,-1410.0,-0.019225262813433175,719.0,0.015017335728309433,425.0,0.016517041700672364,-70.0,-0.004016986112705179,-337.0,-0.013849504787736833,-842.0,-0.13407643312101913,12927.0,0.06787608296140712
296,lambeth,2004,274262,57931,27552,71011,49576,27012,17421,23759,5957,221888,2067.0,0.00759382060655045,535.0,0.009321207052756186,789.0,0.02948099988790487,-920.0,-0.012790034894551772,979.0,0.02014527645739439,856.0,0.03272671662333693,65.0,0.0037451025581931585,-237.0,-0.009876646107684572,519.0,0.09543949981610877,18511.0,0.0910181583954921
297,lambeth,2005,277620,57710,28813,71631,50324,27900,17665,23577,5183,228852,3358.0,0.012243766909014075,-221.0,-0.003814883223144827,1261.0,0.04576800232288036,620.0,0.008731041669600481,748.0,0.015087945780216216,888.0,0.03287427809862287,244.0,0.014006084610527436,-182.0,-0.007660255061239907,-774.0,-0.12993117340943428,6964.0,0.03138520334583217
298,lambeth,2006,280524,57740,29508,71951,50930,29028,17899,23468,6620,250142,2904.0,0.010460341473957246,30.0,0.0005198405822215424,695.0,0.02412105646756668,320.0,0.004467339559687922,606.0,0.012041968047055152,1128.0,0.04043010752688181,234.0,0.013246532691763457,-109.0,-0.00462314967977262,1437.0,0.2772525564344974,21290.0,0.0930295562197403
299,lambeth,2007,284964,57955,31068,72900,51519,30081,18205,23236,6307,298235,4440.0,0.01582752277879962,215.0,0.0037235885001731805,1560.0,0.05286701911346081,949.0,0.01318953176467308,589.0,0.011564892990378883,1053.0,0.03627532038032255,306.0,0.017095927146767886,-232.0,-0.009885801943071426,-313.0,-0.04728096676737159,48093.0,0.1922627947325919
300,lambeth,2008,289126,58264,31682,74607,51329,31513,18566,23165,2960,295475,4162.0,0.014605353658707854,309.0,0.005331722888447965,614.0,0.019763100296124714,1707.0,0.023415637860082272,-190.0,-0.0036879597818280097,1432.0,0.04760480037232795,361.0,0.01982971711068382,-71.0,-0.0030556033740747335,-3347.0,-0.5306801966069447,-2760.0,-0.009254446996496024
301,lambeth,2009,294050,58881,31953,76329,51312,33382,19101,23092,2364,267337,4924.0,0.01703063716165265,617.0,0.010589729507071155,271.0,0.00855375291963889,1722.0,0.023080944147332083,-17.0,-0.0003311967893393497,1869.0,0.05930885666232988,535.0,0.028816115479909588,-73.0,-0.0031513058493416457,-596.0,-0.2013513513513514,-28138.0,-0.09522971486589393
302,lambeth,2010,297650,59837,31247,77650,50842,35159,19795,23120,3492,297167,3600.0,0.012242815847644861,956.0,0.016236137293863973,-706.0,-0.022094951960692222,1321.0,0.017306659330005525,-470.0,-0.009159650763953864,1777.0,0.05323228086992993,694.0,0.03633317627349353,28.0,0.0012125411397887476,1128.0,0.47715736040609147,29830.0,0.11158201072055118
303,lambeth,2011,304481,60427,31593,81366,50451,36821,20597,23226,3586,304029,6831.0,0.022949773223584824,590.0,0.009860119992646688,346.0,0.011073063014049422,3716.0,0.047855763039278854,-391.0,-0.007690492112820135,1662.0,0.047270969026422804,802.0,0.04051528163677687,106.0,0.004584775086505122,94.0,0.02691867124856806,6862.0,0.023091393055083564
304,lambeth,2012,310200,61361,30234,85091,50657,37926,21194,23737,3939,327465,5719.0,0.018782781191601483,934.0,0.01545666672182966,-1359.0,-0.043015857943215274,3725.0,0.04578079296020454,206.0,0.00408316980832879,1105.0,0.030010048613562823,597.0,0.02898480361217648,511.0,0.02200120554550944,353.0,0.09843837144450651,23436.0,0.0770847517835469
305,lambeth,2013,314242,61968,28748,87555,50989,38781,21962,24239,4935,362965,4042.0,0.013030303030302948,607.0,0.009892276853376014,-1486.0,-0.04914996361711976,2464.0,0.028957234020049016,332.0,0.006553881990642996,855.0,0.02254390128144279,768.0,0.036236670755874334,502.0,0.021148418081476272,996.0,0.25285605483625284,35500.0,0.10840853220954916
306,lambeth,2014,318216,62161,27895,89522,51519,39549,22808,24762,4973,433624,3974.0,0.012646304440526723,193.0,0.003114510715207741,-853.0,-0.029671629330736082,1967.0,0.02246587859060023,530.0,0.010394398791896187,768.0,0.01980351202908648,846.0,0.038521081868682305,523.0,0.021576797722678398,38.0,0.00770010131712251,70659.0,0.19467166255699575
307,lambeth,2015,324431,62902,28392,90970,52567,40215,24037,25348,4647,471614,6215.0,0.01953075898132095,741.0,0.011920657647077837,497.0,0.017816813048933566,1448.0,0.01617479502245267,1048.0,0.02034200974397793,666.0,0.016839869528938678,1229.0,0.05388460189407218,586.0,0.02366529359502456,-326.0,-0.06555399155439368,37990.0,0.08761046436544095
308,lewisham,2002,253662,58433,24299,52246,45798,26783,18961,27142,6133,143764,,,,,,,,,,,,,,,,,,,,
309,lewisham,2003,251936,58002,24007,50289,46483,27059,19149,26947,5520,170885,-1726.0,-0.006804330171645723,-431.0,-0.0073759690585799564,-292.0,-0.012016955430264598,-1957.0,-0.03745741300769434,685.0,0.014956985021179925,276.0,0.010305044244483419,188.0,0.009915088866621069,-195.0,-0.007184437403286448,-613.0,-0.09995108429805966,27121.0,0.18864945327063798
310,lewisham,2004,252455,57971,24451,49853,46753,27860,19047,26520,5867,184058,519.0,0.002060046996062548,-31.0,-0.0005344643288162088,444.0,0.018494605739992398,-436.0,-0.008669888047087793,270.0,0.005808575178022135,801.0,0.02960198085664656,-102.0,-0.005326648911170295,-427.0,-0.015845919768434302,347.0,0.06286231884057969,13173.0,0.07708692980659504
311,lewisham,2005,254930,58354,24780,50445,47260,28704,19185,26202,4724,190867,2475.0,0.009803727396961781,383.0,0.006606751651687892,329.0,0.013455482393358142,592.0,0.011874912241991442,507.0,0.01084422390007056,844.0,0.03029432878679117,138.0,0.007245235470152878,-318.0,-0.011990950226244301,-1143.0,-0.1948184762229419,6809.0,0.03699377370176782
312,lewisham,2006,257976,59051,25210,51060,47310,29970,19460,25915,5929,202362,3046.0,0.011948377986113812,697.0,0.01194433971964215,430.0,0.01735270379338183,615.0,0.012191495688373521,50.0,0.0010579771476935118,1266.0,0.04410535117056846,275.0,0.014334115194162056,-287.0,-0.01095336233875277,1205.0,0.25508044030482635,11495.0,0.060225182980819136
313,lewisham,2007,261188,59756,26010,51451,47239,31205,19735,25792,6019,229655,3212.0,0.01245077061432065,705.0,0.011938832534588828,800.0,0.031733439111463646,391.0,0.0076576576576576905,-71.0,-0.0015007398013104911,1235.0,0.04120787454120789,275.0,0.014131551901336081,-123.0,-0.004746285934786765,90.0,0.015179625569236022,27293.0,0.1348721597928464
314,lewisham,2008,266508,60833,26799,53384,47134,32736,19909,25713,2566,231283,5320.0,0.020368470220683887,1077.0,0.018023294731909667,789.0,0.030334486735870803,1933.0,0.037569726535927384,-105.0,-0.002222739685429409,1531.0,0.0490626502163114,174.0,0.008816822903471078,-79.0,-0.0030629652605459468,-3453.0,-0.5736833361023426,1628.0,0.007088894210881547
315,lewisham,2009,270418,61979,26731,54269,47017,34232,20430,25760,2096,211307,3910.0,0.01467122938148191,1146.0,0.018838459388818674,-68.0,-0.0025374081122430114,885.0,0.01657800089914585,-117.0,-0.0024822845504306468,1496.0,0.045698924731182755,521.0,0.026169069265156386,47.0,0.0018278691712363404,-470.0,-0.18316445830085737,-19976.0,-0.08637037741641196
316,lewisham,2010,272525,62954,26784,54180,46345,35405,20894,25963,2783,225582,2107.0,0.007791641088980672,975.0,0.015731134739185748,53.0,0.001982716695970943,-89.0,-0.0016399786249976511,-672.0,-0.0142927026394708,1173.0,0.03426618368777756,464.0,0.022711698482623666,203.0,0.007880434782608692,687.0,0.3277671755725191,14275.0,0.06755573644034518
317,lewisham,2011,276938,63647,27284,55286,46415,36629,21458,26219,2840,228017,4413.0,0.016193009815613335,693.0,0.01100803761476632,500.0,0.018667861409796815,1106.0,0.020413436692506393,70.0,0.0015104110475778754,1224.0,0.03457138822200245,564.0,0.026993395233081197,256.0,0.009860185648807862,57.0,0.020481494789795107,2435.0,0.010794300963729464
318,lewisham,2012,281556,64566,27076,56101,47399,37670,21987,26757,3329,240572,4618.0,0.01667521250243742,919.0,0.014439015193174809,-208.0,-0.00762351561354635,815.0,0.014741525883587236,984.0,0.021200043089518505,1041.0,0.028420104288951364,529.0,0.024652810140739945,538.0,0.02051947061291437,489.0,0.17218309859154934,12555.0,0.05506168399724576
319,lewisham,2013,286180,65689,26464,57021,48582,38653,22647,27124,4218,260815,4624.0,0.016423020642429842,1123.0,0.017393055168354765,-612.0,-0.022603043285566504,920.0,0.016398994670326683,1183.0,0.02495833245427126,983.0,0.026095035837536473,660.0,0.030017737754127527,367.0,0.013716036924916741,889.0,0.2670471613097025,20243.0,0.08414528706582636
