,ward_code,year,ward_name,borough,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+
3225,E05009384,2007,Stamford Hill West,Hackney,8895,2716,972,1765,1299,857,552,740
3226,E05009384,2008,Stamford Hill West,Hackney,9102,2756,1011,1841,1304,888,575,736
3227,E05009384,2009,Stamford Hill West,Hackney,9203,2775,961,1920,1273,912,584,781
3228,E05009384,2010,Stamford Hill West,Hackney,9260,2784,944,1962,1269,928,615,759
3229,E05009384,2011,Stamford Hill West,Hackney,9336,2812,949,1953,1271,934,656,763
3230,E05009384,2012,Stamford Hill West,Hackney,9479,2921,901,1993,1288,958,648,770
3231,E05009384,2013,Stamford Hill West,Hackney,9663,3011,841,2021,1345,993,647,807
3232,E05009384,2014,Stamford Hill West,Hackney,10921,4049,967,2022,1399,998,645,841
3233,E05009384,2015,Stamford Hill West,Hackney,11114,4079,1006,2035,1457,1030,675,832
3234,E05009385,2002,Stoke Newington,Hackney,12503,2895,1154,3036,2351,1275,801,987
3235,E05009385,2003,Stoke Newington,Hackney,12542,2937,1171,3018,2353,1273,803,984
3236,E05009385,2004,Stoke Newington,Hackney,12552,2911,1193,2999,2359,1261,840,989
3237,E05009385,2005,Stoke Newington,Hackney,12553,2885,1224,2974,2358,1285,853,969
3238,E05009385,2006,Stoke Newington,Hackney,12674,2880,1264,3060,2354,1299,867,946
3239,E05009385,2007,Stoke Newington,Hackney,13072,2932,1321,3206,2391,1379,883,961
3240,E05009385,2008,Stoke Newington,Hackney,13425,2869,1392,3459,2426,1412,904,964
3241,E05009385,2009,Stoke Newington,Hackney,13626,2886,1332,3618,2419,1432,940,999
3242,E05009385,2010,Stoke Newington,Hackney,13787,2879,1311,3803,2367,1473,946,999
3243,E05009385,2011,Stoke Newington,Hackney,13825,2813,1268,3936,2332,1511,974,994
3244,E05009385,2012,Stoke Newington,Hackney,13904,2847,1164,4042,2312,1567,969,999
3245,E05009385,2013,Stoke Newington,Hackney,14286,2889,1100,4237,2402,1618,991,1047
3246,E05009385,2014,Stoke Newington,Hackney,13913,2516,951,3996,2542,1717,1042,1149
3247,E05009385,2015,Stoke Newington,Hackney,14147,2579,919,3922,2707,1774,1036,1210
3248,E05009386,2002,Victoria,Hackney,10832,2748,1145,2382,1799,1035,693,1035
3249,E05009386,2003,Victoria,Hackney,10991,2769,1117,2498,1838,1106,692,978
3250,E05009386,2004,Victoria,Hackney,10993,2782,1142,2456,1839,1100,711,971
3251,E05009386,2005,Victoria,Hackney,11203,2798,1149,2569,1881,1114,731,971
3252,E05009386,2006,Victoria,Hackney,11485,2806,1173,2626,1977,1189,745,974
3253,E05009386,2007,Victoria,Hackney,11571,2782,1188,2639,1993,1243,776,955
3254,E05009386,2008,Victoria,Hackney,11807,2784,1210,2761,2041,1305,754,950
3255,E05009386,2009,Victoria,Hackney,12166,2814,1206,2939,2084,1375,835,922
3256,E05009386,2010,Victoria,Hackney,12089,2734,1182,2899,2099,1419,852,908
3257,E05009386,2011,Victoria,Hackney,12372,2807,1183,3047,2077,1472,867,916
3258,E05009386,2012,Victoria,Hackney,12685,2866,1060,3181,2185,1533,897,962
3259,E05009386,2013,Victoria,Hackney,12946,2929,968,3268,2290,1587,911,995
3260,E05009386,2014,Victoria,Hackney,13010,2889,877,3332,2336,1646,939,991
3261,E05009386,2015,Victoria,Hackney,13448,2912,881,3400,2524,1717,994,1020
3262,E05009387,2002,Woodberry Down,Hackney,9736,2666,1100,2030,1483,915,607,931
3263,E05009387,2003,Woodberry Down,Hackney,9681,2646,1112,1995,1490,936,610,882
3264,E05009387,2004,Woodberry Down,Hackney,9567,2594,1140,1941,1477,923,609,883
3265,E05009387,2005,Woodberry Down,Hackney,9516,2575,1135,1962,1449,946,598,851
3266,E05009387,2006,Woodberry Down,Hackney,9475,2564,1141,2010,1396,958,594,814
3267,E05009387,2007,Woodberry Down,Hackney,9585,2593,1185,2073,1390,958,599,784
3268,E05009387,2008,Woodberry Down,Hackney,9789,2634,1265,2145,1393,986,615,752
3269,E05009387,2009,Woodberry Down,Hackney,9807,2609,1232,2215,1390,978,627,751
3270,E05009387,2010,Woodberry Down,Hackney,9895,2647,1193,2273,1407,990,652,732
3271,E05009387,2011,Woodberry Down,Hackney,9945,2650,1170,2315,1395,1014,679,722
3272,E05009387,2012,Woodberry Down,Hackney,10084,2744,1100,2373,1426,1037,679,721
3273,E05009387,2013,Woodberry Down,Hackney,10231,2825,1046,2375,1449,1088,696,748
3274,E05009387,2014,Woodberry Down,Hackney,8987,2258,825,1921,1345,1126,738,774
3275,E05009387,2015,Woodberry Down,Hackney,9370,2407,825,1988,1420,1147,802,781
3276,E05000250,2002,Addison,Hammersmith and Fulham,11727,2008,987,3695,2035,1197,866,939
3277,E05000250,2003,Addison,Hammersmith and Fulham,11677,2000,997,3654,2039,1183,862,942
3278,E05000250,2004,Addison,Hammersmith and Fulham,11559,1997,1029,3562,2094,1162,840,875
3279,E05000250,2005,Addison,Hammersmith and Fulham,11470,1881,1111,3450,2112,1207,848,861
3280,E05000250,2006,Addison,Hammersmith and Fulham,10979,1798,1088,3262,2012,1184,798,837
3281,E05000250,2007,Addison,Hammersmith and Fulham,11256,1830,1148,3293,2086,1196,863,840
3282,E05000250,2008,Addison,Hammersmith and Fulham,11417,1799,1104,3404,2150,1220,867,873
3283,E05000250,2009,Addison,Hammersmith and Fulham,11572,1871,1022,3492,2226,1255,855,851
3284,E05000250,2010,Addison,Hammersmith and Fulham,11359,1848,999,3384,2163,1281,871,813
3285,E05000250,2011,Addison,Hammersmith and Fulham,11509,1870,954,3479,2187,1305,868,846
3286,E05000250,2012,Addison,Hammersmith and Fulham,11419,1913,830,3408,2167,1358,840,903
3287,E05000250,2013,Addison,Hammersmith and Fulham,11335,1970,777,3216,2204,1395,846,927
3288,E05000250,2014,Addison,Hammersmith and Fulham,11249,2017,767,3013,2184,1439,873,956
3289,E05000250,2015,Addison,Hammersmith and Fulham,11159,2028,770,2827,2213,1468,893,960
3290,E05000251,2002,Askew,Hammersmith and Fulham,12756,2318,1345,3700,2140,1274,919,1060
3291,E05000251,2003,Askew,Hammersmith and Fulham,12468,2257,1347,3434,2210,1257,932,1031
3292,E05000251,2004,Askew,Hammersmith and Fulham,12544,2232,1410,3294,2318,1313,904,1073
3293,E05000251,2005,Askew,Hammersmith and Fulham,12468,2228,1409,3225,2313,1327,892,1074
3294,E05000251,2006,Askew,Hammersmith and Fulham,12494,2216,1389,3213,2336,1393,885,1062
3295,E05000251,2007,Askew,Hammersmith and Fulham,12439,2177,1385,3190,2332,1424,875,1056
3296,E05000251,2008,Askew,Hammersmith and Fulham,12922,2209,1457,3347,2474,1478,898,1059
3297,E05000251,2009,Askew,Hammersmith and Fulham,13405,2282,1475,3491,2588,1535,949,1085
3298,E05000251,2010,Askew,Hammersmith and Fulham,13776,2492,1445,3600,2601,1546,977,1115
3299,E05000251,2011,Askew,Hammersmith and Fulham,14162,2676,1427,3751,2624,1579,986,1119
3300,E05000251,2012,Askew,Hammersmith and Fulham,14108,2679,1338,3715,2570,1657,981,1168
3301,E05000251,2013,Askew,Hammersmith and Fulham,14097,2762,1197,3621,2575,1729,1027,1186
3302,E05000251,2014,Askew,Hammersmith and Fulham,14069,2761,1171,3487,2562,1806,1045,1237
