,ward_code,year,ward_name,borough,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+
8257,E05000602,2013,Larkswood,Waltham Forest,11468,2531,1020,1532,1605,1752,1253,1775
8258,E05000602,2014,Larkswood,Waltham Forest,11628,2618,968,1559,1589,1772,1306,1816
8259,E05000602,2015,Larkswood,Waltham Forest,12056,2697,1005,1676,1646,1797,1374,1861
8260,E05000603,2002,Lea Bridge,Waltham Forest,12710,3055,1463,2898,2026,1214,892,1162
8261,E05000603,2003,Lea Bridge,Waltham Forest,12859,3083,1413,2886,2155,1261,918,1143
8262,E05000603,2004,Lea Bridge,Waltham Forest,12885,3106,1410,2804,2204,1278,912,1171
8263,E05000603,2005,Lea Bridge,Waltham Forest,13236,3238,1409,2826,2310,1346,913,1194
8264,E05000603,2006,Lea Bridge,Waltham Forest,13543,3368,1412,2861,2364,1395,939,1204
8265,E05000603,2007,Lea Bridge,Waltham Forest,13840,3521,1430,2882,2441,1419,948,1199
8266,E05000603,2008,Lea Bridge,Waltham Forest,14358,3730,1478,2958,2535,1481,976,1200
8267,E05000603,2009,Lea Bridge,Waltham Forest,14800,3889,1466,3061,2567,1565,998,1254
8268,E05000603,2010,Lea Bridge,Waltham Forest,15239,4023,1496,3112,2637,1683,1024,1264
8269,E05000603,2011,Lea Bridge,Waltham Forest,15771,4155,1581,3158,2667,1822,1080,1308
8270,E05000603,2012,Lea Bridge,Waltham Forest,15952,4258,1527,3147,2686,1858,1111,1365
8271,E05000603,2013,Lea Bridge,Waltham Forest,16304,4328,1477,3250,2768,1939,1153,1389
8272,E05000603,2014,Lea Bridge,Waltham Forest,16192,4239,1404,3192,2759,1967,1229,1402
8273,E05000603,2015,Lea Bridge,Waltham Forest,15934,4173,1310,3088,2737,1959,1260,1407
8274,E05000604,2002,Leyton,Waltham Forest,12859,3585,1467,2658,2034,1183,877,1055
8275,E05000604,2003,Leyton,Waltham Forest,12596,3442,1437,2575,2075,1197,881,989
8276,E05000604,2004,Leyton,Waltham Forest,12802,3505,1459,2578,2113,1262,864,1021
8277,E05000604,2005,Leyton,Waltham Forest,12647,3442,1449,2536,2041,1311,848,1020
8278,E05000604,2006,Leyton,Waltham Forest,12645,3370,1453,2582,1996,1360,861,1023
8279,E05000604,2007,Leyton,Waltham Forest,12897,3404,1509,2654,2044,1400,841,1045
8280,E05000604,2008,Leyton,Waltham Forest,13037,3464,1520,2766,2003,1462,832,990
8281,E05000604,2009,Leyton,Waltham Forest,13271,3643,1427,2810,2022,1516,861,992
8282,E05000604,2010,Leyton,Waltham Forest,14033,3799,1539,3015,2104,1618,909,1049
8283,E05000604,2011,Leyton,Waltham Forest,14285,3797,1629,3135,2052,1637,971,1064
8284,E05000604,2012,Leyton,Waltham Forest,14510,3896,1590,3078,2125,1733,984,1104
8285,E05000604,2013,Leyton,Waltham Forest,15101,4108,1512,3256,2242,1806,1041,1136
8286,E05000604,2014,Leyton,Waltham Forest,15315,4176,1452,3265,2332,1859,1078,1153
8287,E05000604,2015,Leyton,Waltham Forest,15569,4227,1375,3296,2415,1899,1169,1188
8288,E05000605,2002,Leytonstone,Waltham Forest,11051,2287,1289,2671,1852,1215,779,958
8289,E05000605,2003,Leytonstone,Waltham Forest,11240,2363,1336,2715,1882,1233,798,913
8290,E05000605,2004,Leytonstone,Waltham Forest,11278,2370,1421,2638,1877,1275,775,922
8291,E05000605,2005,Leytonstone,Waltham Forest,11277,2312,1412,2628,1916,1301,774,934
8292,E05000605,2006,Leytonstone,Waltham Forest,11557,2333,1510,2682,1924,1340,820,948
8293,E05000605,2007,Leytonstone,Waltham Forest,11901,2396,1576,2797,1966,1394,854,918
8294,E05000605,2008,Leytonstone,Waltham Forest,12473,2400,1676,3041,2071,1408,938,939
8295,E05000605,2009,Leytonstone,Waltham Forest,12658,2394,1641,3203,2006,1442,989,983
8296,E05000605,2010,Leytonstone,Waltham Forest,13091,2513,1585,3435,2084,1480,1025,969
8297,E05000605,2011,Leytonstone,Waltham Forest,12993,2438,1429,3473,2116,1517,1043,977
8298,E05000605,2012,Leytonstone,Waltham Forest,13181,2495,1353,3502,2209,1538,1080,1004
8299,E05000605,2013,Leytonstone,Waltham Forest,13410,2561,1287,3531,2347,1544,1106,1034
8300,E05000605,2014,Leytonstone,Waltham Forest,13479,2553,1234,3579,2365,1564,1147,1037
8301,E05000605,2015,Leytonstone,Waltham Forest,13675,2601,1170,3548,2438,1604,1239,1075
8302,E05000606,2002,Markhouse,Waltham Forest,11337,2860,1165,2573,1894,1037,819,989
8303,E05000606,2003,Markhouse,Waltham Forest,11350,2848,1146,2565,1909,1072,818,992
8304,E05000606,2004,Markhouse,Waltham Forest,11406,2926,1150,2480,1953,1085,826,986
8305,E05000606,2005,Markhouse,Waltham Forest,11653,2996,1191,2443,2059,1153,816,995
8306,E05000606,2006,Markhouse,Waltham Forest,11775,3041,1237,2400,2129,1171,809,988
8307,E05000606,2007,Markhouse,Waltham Forest,12182,3160,1261,2462,2222,1243,814,1020
8308,E05000606,2008,Markhouse,Waltham Forest,12614,3247,1311,2572,2323,1308,831,1022
8309,E05000606,2009,Markhouse,Waltham Forest,12947,3266,1386,2676,2333,1384,873,1029
8310,E05000606,2010,Markhouse,Waltham Forest,13273,3365,1363,2759,2340,1485,920,1041
8311,E05000606,2011,Markhouse,Waltham Forest,13714,3513,1384,2831,2359,1585,958,1084
8312,E05000606,2012,Markhouse,Waltham Forest,13707,3498,1366,2822,2331,1623,992,1075
8313,E05000606,2013,Markhouse,Waltham Forest,13602,3483,1310,2754,2307,1651,1020,1077
8314,E05000606,2014,Markhouse,Waltham Forest,13872,3518,1306,2767,2389,1730,1073,1089
8315,E05000606,2015,Markhouse,Waltham Forest,13630,3447,1206,2686,2361,1743,1080,1107
8316,E05000607,2002,Valley,Waltham Forest,10577,2602,940,1526,1712,1277,1066,1454
8317,E05000607,2003,Valley,Waltham Forest,10593,2637,937,1424,1755,1259,1070,1511
8318,E05000607,2004,Valley,Waltham Forest,10605,2660,915,1377,1777,1298,1051,1527
8319,E05000607,2005,Valley,Waltham Forest,10766,2688,965,1374,1771,1392,1044,1532
8320,E05000607,2006,Valley,Waltham Forest,10890,2725,1008,1382,1759,1431,1079,1506
8321,E05000607,2007,Valley,Waltham Forest,11169,2822,1117,1381,1758,1484,1075,1532
8322,E05000607,2008,Valley,Waltham Forest,11188,2796,1127,1398,1728,1507,1083,1549
8323,E05000607,2009,Valley,Waltham Forest,11476,2808,1234,1479,1751,1585,1106,1513
8324,E05000607,2010,Valley,Waltham Forest,11481,2768,1252,1489,1696,1650,1107,1519
8325,E05000607,2011,Valley,Waltham Forest,11469,2727,1250,1494,1608,1699,1146,1545
8326,E05000607,2012,Valley,Waltham Forest,11561,2767,1200,1580,1575,1737,1150,1552
8327,E05000607,2013,Valley,Waltham Forest,11810,2777,1161,1643,1622,1810,1171,1626
8328,E05000607,2014,Valley,Waltham Forest,11856,2787,1113,1673,1563,1845,1209,1666
8329,E05000607,2015,Valley,Waltham Forest,12302,2917,1127,1758,1618,1856,1329,1697
8330,E05000608,2002,William Morris,Waltham Forest,11600,2661,1065,2945,1989,1110,761,1069
8331,E05000608,2003,William Morris,Waltham Forest,11669,2684,1058,2899,2050,1122,781,1075
8332,E05000608,2004,William Morris,Waltham Forest,11666,2705,1099,2776,2114,1150,783,1039
8333,E05000608,2005,William Morris,Waltham Forest,11775,2796,1053,2715,2181,1171,823,1036
8334,E05000608,2006,William Morris,Waltham Forest,11769,2848,1026,2622,2244,1215,817,997
8335,E05000608,2007,William Morris,Waltham Forest,11935,2887,1079,2613,2292,1271,789,1004
8336,E05000608,2008,William Morris,Waltham Forest,12315,3018,1093,2687,2358,1320,820,1019
8337,E05000608,2009,William Morris,Waltham Forest,12780,3166,1095,2803,2417,1433,842,1024
8338,E05000608,2010,William Morris,Waltham Forest,13036,3236,1059,2833,2467,1486,921,1034
8339,E05000608,2011,William Morris,Waltham Forest,13355,3297,1085,2887,2514,1588,908,1076
8340,E05000608,2012,William Morris,Waltham Forest,13533,3393,1071,2819,2582,1668,909,1091
8341,E05000608,2013,William Morris,Waltham Forest,13702,3465,1007,2837,2622,1717,915,1139
8342,E05000608,2014,William Morris,Waltham Forest,13751,3464,970,2810,2621,1792,961,1133
8343,E05000608,2015,William Morris,Waltham Forest,13658,3446,876,2779,2579,1821,1006,1151
8344,E05000609,2002,Wood Street,Waltham Forest,11722,2681,1024,2323,2037,1269,953,1435
8345,E05000609,2003,Wood Street,Waltham Forest,11763,2744,1075,2271,2051,1288,923,1411
8346,E05000609,2004,Wood Street,Waltham Forest,11791,2763,1045,2200,2109,1317,940,1417
8347,E05000609,2005,Wood Street,Waltham Forest,11765,2826,990,2177,2138,1368,921,1345
8348,E05000609,2006,Wood Street,Waltham Forest,11961,2921,1004,2157,2176,1419,940,1344
8349,E05000609,2007,Wood Street,Waltham Forest,12198,3067,1054,2158,2200,1455,960,1304
8350,E05000609,2008,Wood Street,Waltham Forest,12580,3135,1124,2340,2228,1498,977,1278
8351,E05000609,2009,Wood Street,Waltham Forest,12864,3175,1108,2448,2256,1610,999,1268
8352,E05000609,2010,Wood Street,Waltham Forest,13053,3329,1090,2468,2262,1646,1032,1226
8353,E05000609,2011,Wood Street,Waltham Forest,13429,3440,1158,2508,2314,1700,1072,1237
8354,E05000609,2012,Wood Street,Waltham Forest,13742,3642,1074,2553,2354,1808,1078,1233
8355,E05000609,2013,Wood Street,Waltham Forest,13965,3730,1068,2528,2429,1875,1071,1264
8356,E05000609,2014,Wood Street,Waltham Forest,14079,3685,1090,2493,2423,1953,1137,1298
8357,E05000609,2015,Wood Street,Waltham Forest,14124,3734,1004,2530,2461,1930,1176,1289
8358,E05000610,2002,Balham,Wandsworth,13332,2144,1191,4477,2283,1198,929,1110
8359,E05000610,2003,Balham,Wandsworth,13509,2214,1202,4409,2364,1211,960,1149
8360,E05000610,2004,Balham,Wandsworth,13668,2245,1264,4435,2405,1220,949,1150
8361,E05000610,2005,Balham,Wandsworth,14025,2305,1341,4585,2490,1240,929,1135
8362,E05000610,2006,Balham,Wandsworth,14211,2270,1384,4699,2548,1261,938,1111
8363,E05000610,2007,Balham,Wandsworth,14352,2269,1432,4712,2640,1280,923,1096
8364,E05000610,2008,Balham,Wandsworth,14536,2339,1447,4692,2707,1318,946,1087
8365,E05000610,2009,Balham,Wandsworth,14825,2459,1398,4782,2761,1382,944,1099
8366,E05000610,2010,Balham,Wandsworth,14989,2479,1224,4902,2839,1438,961,1146
8367,E05000610,2011,Balham,Wandsworth,14831,2485,1092,5039,2657,1440,953,1165
8368,E05000610,2012,Balham,Wandsworth,14935,2504,1075,5044,2715,1506,928,1163
8369,E05000610,2013,Balham,Wandsworth,14992,2549,996,5021,2708,1556,952,1210
8370,E05000610,2014,Balham,Wandsworth,15128,2607,893,5043,2780,1559,974,1272
8371,E05000610,2015,Balham,Wandsworth,15378,2663,976,5055,2796,1603,1005,1280
8372,E05000611,2002,Bedford,Wandsworth,13827,2044,1399,4835,2388,1188,815,1158
8373,E05000611,2003,Bedford,Wandsworth,13843,2132,1358,4890,2379,1172,792,1120
8374,E05000611,2004,Bedford,Wandsworth,14172,2116,1406,5058,2408,1217,817,1150
8375,E05000611,2005,Bedford,Wandsworth,14489,2142,1497,5134,2476,1283,818,1139
8376,E05000611,2006,Bedford,Wandsworth,14419,2100,1481,5073,2472,1349,830,1114
8377,E05000611,2007,Bedford,Wandsworth,14398,2158,1525,4903,2486,1382,834,1110
8378,E05000611,2008,Bedford,Wandsworth,14207,2160,1480,4765,2466,1412,848,1076
8379,E05000611,2009,Bedford,Wandsworth,14266,2290,1396,4677,2451,1517,886,1049
8380,E05000611,2010,Bedford,Wandsworth,14319,2316,1269,4752,2443,1532,916,1091
8381,E05000611,2011,Bedford,Wandsworth,14677,2387,1202,5008,2467,1536,973,1104
8382,E05000611,2012,Bedford,Wandsworth,13991,2368,1065,4765,2334,1455,926,1078
8383,E05000611,2013,Bedford,Wandsworth,13961,2361,1014,4745,2341,1486,938,1076
8384,E05000611,2014,Bedford,Wandsworth,13934,2387,970,4744,2300,1503,980,1050
8385,E05000611,2015,Bedford,Wandsworth,14022,2465,1044,4597,2329,1545,959,1083
8386,E05000612,2002,Earlsfield,Wandsworth,14397,2150,1552,4933,2243,1266,889,1364
8387,E05000612,2003,Earlsfield,Wandsworth,14510,2155,1548,5070,2229,1231,920,1357
8388,E05000612,2004,Earlsfield,Wandsworth,14196,2192,1494,4865,2213,1196,890,1346
8389,E05000612,2005,Earlsfield,Wandsworth,14255,2188,1482,4864,2314,1188,895,1324
8390,E05000612,2006,Earlsfield,Wandsworth,14341,2226,1505,4964,2337,1211,882,1216
8391,E05000612,2007,Earlsfield,Wandsworth,14613,2238,1503,5147,2360,1257,914,1194
8392,E05000612,2008,Earlsfield,Wandsworth,14890,2335,1477,5217,2532,1263,907,1159
8393,E05000612,2009,Earlsfield,Wandsworth,15132,2412,1415,5255,2639,1355,924,1132
8394,E05000612,2010,Earlsfield,Wandsworth,15326,2524,1455,5220,2714,1386,957,1070
8395,E05000612,2011,Earlsfield,Wandsworth,15516,2613,1438,5297,2774,1417,921,1056
8396,E05000612,2012,Earlsfield,Wandsworth,15590,2729,1299,5368,2808,1392,935,1059
8397,E05000612,2013,Earlsfield,Wandsworth,15696,2825,1242,5265,2931,1443,916,1074
8398,E05000612,2014,Earlsfield,Wandsworth,15945,2943,1204,5249,3076,1467,910,1096
8399,E05000612,2015,Earlsfield,Wandsworth,16111,3054,1316,5000,3184,1550,895,1112
8400,E05000613,2002,East Putney,Wandsworth,13838,1744,1222,4813,1953,1310,1041,1755
8401,E05000613,2003,East Putney,Wandsworth,13914,1804,1154,4867,1971,1302,1094,1722
8402,E05000613,2004,East Putney,Wandsworth,14167,1847,1159,5064,2030,1289,1083,1695
8403,E05000613,2005,East Putney,Wandsworth,14334,1935,1161,5135,2138,1254,1069,1642
8404,E05000613,2006,East Putney,Wandsworth,14311,1921,1184,5064,2182,1268,1113,1579
8405,E05000613,2007,East Putney,Wandsworth,14523,1946,1279,5076,2248,1294,1123,1557
8406,E05000613,2008,East Putney,Wandsworth,14639,2028,1227,5065,2348,1320,1117,1534
8407,E05000613,2009,East Putney,Wandsworth,14705,2063,1102,5113,2347,1382,1093,1605
8408,E05000613,2010,East Putney,Wandsworth,14632,2129,1036,4919,2414,1420,1087,1627
8409,E05000613,2011,East Putney,Wandsworth,15094,2197,970,5169,2496,1490,1099,1673
8410,E05000613,2012,East Putney,Wandsworth,15029,2223,905,5066,2542,1497,1076,1720
8411,E05000613,2013,East Putney,Wandsworth,15080,2246,865,4996,2628,1536,1058,1751
8412,E05000613,2014,East Putney,Wandsworth,15025,2361,832,4776,2653,1575,1053,1775
8413,E05000613,2015,East Putney,Wandsworth,15051,2427,880,4528,2726,1653,1026,1811
8414,E05000614,2002,Fairfield,Wandsworth,12726,1754,1085,4891,2143,1080,757,1016
8415,E05000614,2003,Fairfield,Wandsworth,12837,1736,1138,4928,2194,1080,757,1004
8416,E05000614,2004,Fairfield,Wandsworth,13042,1798,1218,4896,2286,1073,780,991
8417,E05000614,2005,Fairfield,Wandsworth,13380,1836,1257,5090,2334,1142,779,942
8418,E05000614,2006,Fairfield,Wandsworth,13782,1838,1336,5241,2415,1166,801,985
8419,E05000614,2007,Fairfield,Wandsworth,13856,1873,1279,5234,2487,1190,824,969
8420,E05000614,2008,Fairfield,Wandsworth,14176,1900,1304,5339,2558,1236,873,966
8421,E05000614,2009,Fairfield,Wandsworth,14461,1958,1257,5493,2611,1294,884,964
8422,E05000614,2010,Fairfield,Wandsworth,14625,1984,1146,5667,2627,1321,904,976
8423,E05000614,2011,Fairfield,Wandsworth,14673,2018,1089,5724,2549,1344,963,986
8424,E05000614,2012,Fairfield,Wandsworth,14828,1984,1024,5857,2647,1379,954,983
8425,E05000614,2013,Fairfield,Wandsworth,14930,2050,888,5959,2677,1377,960,1019
8426,E05000614,2014,Fairfield,Wandsworth,14872,2097,894,5693,2798,1389,934,1067
8427,E05000614,2015,Fairfield,Wandsworth,15026,2175,911,5599,2844,1450,944,1103
8428,E05000615,2002,Furzedown,Wandsworth,14121,2908,1529,3084,2421,1466,1059,1654
8429,E05000615,2003,Furzedown,Wandsworth,14144,3019,1498,3028,2447,1524,1032,1596
8430,E05000615,2004,Furzedown,Wandsworth,14350,3110,1456,3031,2537,1538,1069,1609
8431,E05000615,2005,Furzedown,Wandsworth,14763,3200,1568,3064,2612,1643,1069,1607
8432,E05000615,2006,Furzedown,Wandsworth,14796,3202,1543,3051,2655,1692,1087,1566
8433,E05000615,2007,Furzedown,Wandsworth,15266,3374,1671,3048,2751,1759,1102,1561
8434,E05000615,2008,Furzedown,Wandsworth,15537,3509,1733,3040,2744,1843,1119,1549
8435,E05000615,2009,Furzedown,Wandsworth,15975,3676,1724,3046,2812,1951,1206,1560
8436,E05000615,2010,Furzedown,Wandsworth,15910,3745,1594,2940,2781,2007,1256,1587
8437,E05000615,2011,Furzedown,Wandsworth,15511,3743,1495,2846,2613,1980,1298,1536
8438,E05000615,2012,Furzedown,Wandsworth,16075,3853,1359,3110,2723,2121,1344,1565
8439,E05000615,2013,Furzedown,Wandsworth,16256,3920,1275,3190,2714,2209,1378,1570
8440,E05000615,2014,Furzedown,Wandsworth,16586,3978,1283,3255,2734,2304,1409,1623
8441,E05000615,2015,Furzedown,Wandsworth,16506,3930,1276,3189,2708,2308,1439,1656
8442,E05000616,2002,Graveney,Wandsworth,14108,2308,1723,4396,2116,1275,919,1371
8443,E05000616,2003,Graveney,Wandsworth,13906,2302,1680,4369,2118,1222,913,1302
8444,E05000616,2004,Graveney,Wandsworth,14035,2364,1641,4334,2233,1212,959,1292
8445,E05000616,2005,Graveney,Wandsworth,14063,2356,1647,4307,2284,1239,913,1317
8446,E05000616,2006,Graveney,Wandsworth,14098,2379,1632,4341,2279,1261,915,1291
8447,E05000616,2007,Graveney,Wandsworth,14280,2496,1592,4371,2348,1289,928,1256
8448,E05000616,2008,Graveney,Wandsworth,14256,2656,1452,4281,2345,1301,941,1280
8449,E05000616,2009,Graveney,Wandsworth,14491,2777,1523,4108,2448,1369,969,1297
8450,E05000616,2010,Graveney,Wandsworth,14630,2901,1474,4117,2432,1439,941,1326
8451,E05000616,2011,Graveney,Wandsworth,15254,2976,1508,4305,2609,1511,1004,1341
8452,E05000616,2012,Graveney,Wandsworth,15391,3056,1365,4405,2650,1568,983,1364
8453,E05000616,2013,Graveney,Wandsworth,15498,3135,1208,4464,2711,1614,987,1379
8454,E05000616,2014,Graveney,Wandsworth,15474,3163,1123,4494,2671,1612,1024,1387
8455,E05000616,2015,Graveney,Wandsworth,15358,3166,1132,4305,2687,1649,1041,1378
8456,E05000617,2002,Latchmere,Wandsworth,13307,2755,1428,3616,2066,1095,923,1424
8457,E05000617,2003,Latchmere,Wandsworth,13591,2834,1395,3675,2148,1163,921,1455
8458,E05000617,2004,Latchmere,Wandsworth,13526,2846,1395,3571,2197,1149,938,1430
8459,E05000617,2005,Latchmere,Wandsworth,13759,2889,1490,3534,2264,1210,945,1427
8460,E05000617,2006,Latchmere,Wandsworth,14020,2931,1569,3600,2300,1258,969,1393
8461,E05000617,2007,Latchmere,Wandsworth,14287,3049,1623,3606,2381,1282,991,1355
8462,E05000617,2008,Latchmere,Wandsworth,14350,3088,1672,3571,2358,1345,993,1323
8463,E05000617,2009,Latchmere,Wandsworth,14595,3117,1670,3688,2349,1423,1022,1326
8464,E05000617,2010,Latchmere,Wandsworth,14897,3183,1599,3910,2377,1472,1059,1297
8465,E05000617,2011,Latchmere,Wandsworth,15383,3189,1635,4214,2402,1545,1078,1320
8466,E05000617,2012,Latchmere,Wandsworth,15416,3219,1529,4331,2299,1610,1077,1351
8467,E05000617,2013,Latchmere,Wandsworth,15576,3184,1519,4487,2284,1670,1082,1350
8468,E05000617,2014,Latchmere,Wandsworth,15668,3275,1470,4502,2344,1689,1064,1324
8469,E05000617,2015,Latchmere,Wandsworth,15719,3267,1435,4483,2338,1727,1131,1338
8470,E05000618,2002,Nightingale,Wandsworth,14363,2483,1305,4340,2504,1260,889,1582
8471,E05000618,2003,Nightingale,Wandsworth,14243,2520,1265,4274,2521,1241,868,1554
8472,E05000618,2004,Nightingale,Wandsworth,14299,2500,1255,4439,2524,1243,867,1471
8473,E05000618,2005,Nightingale,Wandsworth,14497,2477,1255,4550,2583,1293,870,1469
8474,E05000618,2006,Nightingale,Wandsworth,14517,2445,1245,4559,2634,1342,867,1425
8475,E05000618,2007,Nightingale,Wandsworth,14496,2449,1279,4399,2752,1336,877,1404
8476,E05000618,2008,Nightingale,Wandsworth,14429,2530,1235,4267,2700,1381,901,1415
8477,E05000618,2009,Nightingale,Wandsworth,14369,2573,1199,4140,2695,1444,933,1385
8478,E05000618,2010,Nightingale,Wandsworth,14475,2602,1093,4244,2701,1494,969,1372
8479,E05000618,2011,Nightingale,Wandsworth,14726,2592,1050,4490,2607,1607,1005,1375
8480,E05000618,2012,Nightingale,Wandsworth,14132,2629,900,4340,2400,1540,939,1384
8481,E05000618,2013,Nightingale,Wandsworth,14050,2584,840,4235,2444,1591,935,1421
8482,E05000618,2014,Nightingale,Wandsworth,14304,2634,787,4329,2572,1612,953,1417
8483,E05000618,2015,Nightingale,Wandsworth,14345,2686,864,4206,2582,1636,975,1396
8484,E05000619,2002,Northcote,Wandsworth,13745,2366,1041,4908,2440,1201,776,1013
8485,E05000619,2003,Northcote,Wandsworth,13856,2404,1029,4961,2505,1188,789,980
8486,E05000619,2004,Northcote,Wandsworth,14015,2467,1044,4921,2625,1227,770,961
8487,E05000619,2005,Northcote,Wandsworth,14457,2536,1056,5049,2797,1275,790,954
8488,E05000619,2006,Northcote,Wandsworth,14675,2615,1067,5011,2937,1347,773,925
8489,E05000619,2007,Northcote,Wandsworth,14817,2651,1091,4937,3054,1367,806,911
8490,E05000619,2008,Northcote,Wandsworth,15020,2735,1052,4930,3092,1459,829,923
8491,E05000619,2009,Northcote,Wandsworth,15276,2890,923,4975,3240,1518,841,889
8492,E05000619,2010,Northcote,Wandsworth,15544,2953,931,4925,3346,1602,870,917
8493,E05000619,2011,Northcote,Wandsworth,14940,3011,827,4630,3051,1589,913,919
8494,E05000619,2012,Northcote,Wandsworth,15535,3099,809,4840,3218,1666,937,966
8495,E05000619,2013,Northcote,Wandsworth,15789,3243,776,4890,3274,1686,944,976
8496,E05000619,2014,Northcote,Wandsworth,15838,3352,769,4717,3299,1761,919,1021
8497,E05000619,2015,Northcote,Wandsworth,15901,3428,773,4589,3305,1849,928,1029
8498,E05000620,2002,Queenstown,Wandsworth,13458,2304,1522,4013,2299,1180,929,1211
8499,E05000620,2003,Queenstown,Wandsworth,13480,2397,1539,3890,2375,1168,920,1191
8500,E05000620,2004,Queenstown,Wandsworth,13476,2383,1628,3733,2414,1167,941,1210
8501,E05000620,2005,Queenstown,Wandsworth,13658,2351,1714,3770,2447,1224,940,1212
8502,E05000620,2006,Queenstown,Wandsworth,13870,2382,1803,3858,2459,1266,946,1156
8503,E05000620,2007,Queenstown,Wandsworth,14118,2388,1883,3929,2487,1308,971,1152
8504,E05000620,2008,Queenstown,Wandsworth,14486,2383,1920,4122,2460,1440,975,1186
8505,E05000620,2009,Queenstown,Wandsworth,15190,2490,1952,4430,2555,1535,1011,1217
8506,E05000620,2010,Queenstown,Wandsworth,15603,2465,1820,4814,2565,1616,1064,1259
8507,E05000620,2011,Queenstown,Wandsworth,16405,2572,1736,5279,2679,1743,1110,1286
8508,E05000620,2012,Queenstown,Wandsworth,16985,2626,1567,5590,2844,1848,1158,1352
8509,E05000620,2013,Queenstown,Wandsworth,17019,2746,1466,5509,2860,1879,1208,1351
8510,E05000620,2014,Queenstown,Wandsworth,17249,2886,1391,5459,2880,1943,1231,1459
8511,E05000620,2015,Queenstown,Wandsworth,17260,2928,1392,5281,2938,1960,1281,1480
8512,E05000621,2002,Roehampton and Putney Heath,Wandsworth,13706,2819,2520,2274,1658,1243,1058,2134
8513,E05000621,2003,Roehampton and Putney Heath,Wandsworth,14042,3031,2516,2289,1724,1289,1098,2095
8514,E05000621,2004,Roehampton and Putney Heath,Wandsworth,14266,3194,2502,2429,1809,1291,1091,1950
8515,E05000621,2005,Roehampton and Putney Heath,Wandsworth,14837,3353,2734,2524,1875,1348,1090,1913
8516,E05000621,2006,Roehampton and Putney Heath,Wandsworth,15458,3423,3145,2617,1905,1387,1125,1856
8517,E05000621,2007,Roehampton and Putney Heath,Wandsworth,15763,3556,3184,2703,1973,1412,1132,1803
8518,E05000621,2008,Roehampton and Putney Heath,Wandsworth,15986,3559,3242,2753,2041,1488,1108,1795
8519,E05000621,2009,Roehampton and Putney Heath,Wandsworth,16063,3411,3339,2764,2073,1573,1138,1765
8520,E05000621,2010,Roehampton and Putney Heath,Wandsworth,16049,3212,3394,2901,2103,1595,1131,1713
8521,E05000621,2011,Roehampton and Putney Heath,Wandsworth,16174,3269,3443,2979,2012,1632,1142,1697
8522,E05000621,2012,Roehampton and Putney Heath,Wandsworth,16512,3464,3301,3031,2119,1689,1154,1754
8523,E05000621,2013,Roehampton and Putney Heath,Wandsworth,16631,3617,3166,3078,2145,1690,1197,1738
8524,E05000621,2014,Roehampton and Putney Heath,Wandsworth,16541,3709,2979,2977,2195,1719,1234,1728
8525,E05000621,2015,Roehampton and Putney Heath,Wandsworth,16580,3807,2873,2970,2191,1763,1249,1727
8526,E05000622,2002,St Mary's Park,Wandsworth,13267,2008,1522,3817,2189,1286,1036,1409
8527,E05000622,2003,St Mary's Park,Wandsworth,13521,2074,1542,3774,2334,1275,1076,1446
8528,E05000622,2004,St Mary's Park,Wandsworth,13547,2171,1554,3646,2305,1290,1121,1460
8529,E05000622,2005,St Mary's Park,Wandsworth,13794,2169,1591,3693,2350,1333,1151,1507
8530,E05000622,2006,St Mary's Park,Wandsworth,14242,2202,1639,3881,2411,1399,1177,1533
8531,E05000622,2007,St Mary's Park,Wandsworth,14380,2208,1664,3896,2477,1398,1215,1522
8532,E05000622,2008,St Mary's Park,Wandsworth,14724,2244,1678,4003,2558,1461,1210,1570
8533,E05000622,2009,St Mary's Park,Wandsworth,15019,2318,1618,4091,2609,1559,1223,1601
8534,E05000622,2010,St Mary's Park,Wandsworth,15614,2431,1590,4333,2687,1654,1264,1655
8535,E05000622,2011,St Mary's Park,Wandsworth,16596,2528,1540,4878,2817,1767,1339,1727
8536,E05000622,2012,St Mary's Park,Wandsworth,16999,2642,1441,4941,2908,1888,1357,1822
8537,E05000622,2013,St Mary's Park,Wandsworth,17192,2768,1331,4938,2938,1949,1360,1908
8538,E05000622,2014,St Mary's Park,Wandsworth,17145,2866,1299,4784,2886,1983,1370,1957
8539,E05000622,2015,St Mary's Park,Wandsworth,17601,2999,1354,4770,3000,2034,1453,1991
8540,E05000623,2002,Shaftesbury,Wandsworth,13195,1690,1324,4994,2106,1069,856,1156
8541,E05000623,2003,Shaftesbury,Wandsworth,13360,1705,1331,5055,2218,1043,885,1123
8542,E05000623,2004,Shaftesbury,Wandsworth,13454,1674,1379,5070,2260,1067,901,1103
8543,E05000623,2005,Shaftesbury,Wandsworth,13636,1681,1475,5121,2303,1065,906,1085
8544,E05000623,2006,Shaftesbury,Wandsworth,13776,1705,1511,5157,2349,1112,889,1053
8545,E05000623,2007,Shaftesbury,Wandsworth,13909,1710,1604,5068,2447,1144,889,1047
8546,E05000623,2008,Shaftesbury,Wandsworth,13729,1772,1525,4949,2405,1146,906,1026
8547,E05000623,2009,Shaftesbury,Wandsworth,14138,1827,1418,5119,2552,1221,932,1069
8548,E05000623,2010,Shaftesbury,Wandsworth,14412,1902,1384,5210,2639,1283,930,1064
